union,performance ,framing,id ,group,round,trial,overextraction,observer,overext_observed,report,punished,round_profit
2,1,3,321,1,9,0,0,-1,-1,0,0,690
2,1,3,642,1,9,0,22,-1,-1,0,0,1020
2,1,3,963,1,9,0,20,-1,-1,0,0,990
2,1,3,1284,1,9,0,10,-1,-1,0,0,840
2,1,3,1605,2,9,0,38,-1,-1,0,0,940
2,1,3,1926,1,9,0,10,-1,-1,0,0,840
2,1,3,2247,2,9,0,49,-1,-1,0,0,1100
2,1,3,2568,2,9,0,0,-1,-1,0,0,370
2,1,3,2889,2,9,0,39,-1,-1,0,0,950
2,1,3,3210,2,9,0,0,-1,-1,0,0,370
2,1,3,321,1,10,0,0,-1,-1,0,0,500
2,1,3,642,1,10,0,10,-1,-1,0,0,650
2,1,3,963,1,10,0,50,-1,-1,0,0,1250
2,1,3,1284,1,10,0,20,-1,-1,0,0,800
2,1,3,1605,2,10,0,29,-1,-1,0,0,860
2,1,3,1926,1,10,0,20,-1,-1,0,0,800
2,1,3,2247,2,10,0,38,-1,-1,0,0,990
2,1,3,2568,2,10,0,0,-1,-1,0,0,420
2,1,3,2889,2,10,0,48,-1,-1,0,0,1140
2,1,3,3210,2,10,0,0,-1,-1,0,0,420
2,1,3,321,1,11,0,0,-1,-1,0,0,380
2,1,3,642,1,11,0,33,-1,-1,0,0,880
2,1,3,963,1,11,0,50,-1,-1,0,0,1130
2,1,3,1284,1,11,0,20,-1,-1,0,0,680
2,1,3,1605,2,11,0,37,-1,-1,0,0,1010
2,1,3,1926,1,11,0,20,-1,-1,0,0,680
2,1,3,2247,2,11,0,36,-1,-1,0,0,990
2,1,3,2568,2,11,0,0,-1,-1,0,0,450
2,1,3,2889,2,11,0,36,-1,-1,0,0,990
2,1,3,3210,2,11,0,0,-1,-1,0,0,450
2,1,3,321,1,12,0,0,-1,-1,0,0,420
2,1,3,642,1,12,0,5,-1,-1,0,0,500
2,1,3,963,1,12,0,50,-1,-1,0,0,1170
2,1,3,1284,1,12,0,30,-1,-1,0,0,870
2,1,3,1605,2,12,0,49,-1,-1,0,0,1290
2,1,3,1926,1,12,0,30,-1,-1,0,0,870
2,1,3,2247,2,12,0,11,-1,-1,0,0,720
2,1,3,2568,2,12,0,0,-1,-1,0,0,550
2,1,3,2889,2,12,0,29,-1,-1,0,0,990
2,1,3,3210,2,12,0,0,-1,-1,0,0,550
2,1,3,321,1,13,0,0,-1,-1,0,0,580
2,1,3,642,1,13,0,3,-1,-1,0,0,630
2,1,3,963,1,13,0,20,-1,-1,0,0,880
2,1,3,1284,1,13,0,30,-1,-1,0,0,1030
2,1,3,1605,2,13,0,37,-1,-1,0,0,1030
2,1,3,1926,1,13,0,30,-1,-1,0,0,1030
2,1,3,2247,2,13,0,22,-1,-1,0,0,800
2,1,3,2568,2,13,0,0,-1,-1,0,0,470
2,1,3,2889,2,13,0,46,-1,-1,0,0,1160
2,1,3,3210,2,13,0,0,-1,-1,0,0,470
2,1,3,321,1,14,1,0,0,-1,0,0,0
2,1,3,642,1,14,1,10,1,0,0,0,0
2,1,3,963,1,14,1,20,-1,-1,0,0,0
2,1,3,1284,1,14,1,0,0,-1,0,0,0
2,1,3,1605,2,14,1,1,1,1,0,0,0
2,1,3,1926,1,14,1,30,1,0,0,0,0
2,1,3,2247,2,14,1,1,0,-1,0,0,0
2,1,3,2568,2,14,1,0,1,45,1,0,0
2,1,3,2889,2,14,1,45,0,-1,0,1,0
2,1,3,3210,2,14,1,0,-1,-1,0,0,0
2,1,3,321,1,15,1,0,0,-1,0,0,0
2,1,3,642,1,15,1,5,0,-1,0,1,0
2,1,3,963,1,15,1,20,1,0,0,0,0
2,1,3,1284,1,15,1,20,1,5,1,0,0
2,1,3,1605,2,15,1,20,1,38,1,0,0
2,1,3,1926,1,15,1,30,-1,-1,0,0,0
2,1,3,2247,2,15,1,10,0,-1,0,1,0
2,1,3,2568,2,15,1,0,-1,-1,0,0,0
2,1,3,2889,2,15,1,38,0,-1,0,1,0
2,1,3,3210,2,15,1,0,1,10,1,0,0
2,1,3,321,1,16,1,0,1,20,0,0,0
2,1,3,642,1,16,1,15,-1,-1,0,0,0
2,1,3,963,1,16,1,20,0,-1,0,0,0
2,1,3,1284,1,16,1,20,0,-1,0,0,0
2,1,3,1605,2,16,1,21,-1,-1,0,0,0
2,1,3,1926,1,16,1,25,1,20,0,0,0
2,1,3,2247,2,16,1,11,0,-1,0,1,0
2,1,3,2568,2,16,1,0,0,-1,0,0,0
2,1,3,2889,2,16,1,26,1,11,1,0,0
2,1,3,3210,2,16,1,0,1,0,0,0,0
2,1,3,321,1,17,0,50,1,20,0,0,1350
2,1,3,642,1,17,0,10,1,20,1,0,500
2,1,3,963,1,17,0,20,0,-1,0,1,0
2,1,3,1284,1,17,0,20,0,-1,0,0,650
2,1,3,1605,2,17,0,49,0,-1,0,1,0
2,1,3,1926,1,17,0,30,-1,-1,0,0,800
2,1,3,2247,2,17,0,15,1,46,1,0,670
2,1,3,2568,2,17,0,0,-1,-1,0,0,450
2,1,3,2889,2,17,0,46,0,-1,0,1,0
2,1,3,3210,2,17,0,0,1,49,1,0,450
2,1,3,321,1,18,0,50,0,-1,0,0,1040
2,1,3,642,1,18,0,1,0,-1,0,0,310
2,1,3,963,1,18,0,30,-1,-1,0,0,740
2,1,3,1284,1,18,0,30,1,1,0,0,990
2,1,3,1605,2,18,0,12,0,-1,0,1,0
2,1,3,1926,1,18,0,30,1,50,0,0,990
2,1,3,2247,2,18,0,24,0,-1,0,1,0
2,1,3,2568,2,18,0,0,1,24,1,0,570
2,1,3,2889,2,18,0,50,-1,-1,0,0,1320
2,1,3,3210,2,18,0,0,1,12,1,0,570
2,1,3,321,1,19,0,50,0,-1,0,0,900
2,1,3,642,1,19,0,50,0,-1,0,1,0
2,1,3,963,1,19,0,20,1,50,0,0,700
2,1,3,1284,1,19,0,20,1,50,1,0,450
2,1,3,1605,2,19,0,21,-1,-1,0,0,900
2,1,3,1926,1,19,0,30,-1,-1,0,0,600
2,1,3,2247,2,19,0,23,1,0,0,0,930
2,1,3,2568,2,19,0,0,0,-1,0,0,580
2,1,3,2889,2,19,0,39,1,0,0,0,1170
2,1,3,3210,2,19,0,0,0,-1,0,0,580
2,1,3,321,1,20,0,50,-1,-1,0,0,1120
2,1,3,642,1,20,0,10,1,20,0,0,770
2,1,3,963,1,20,0,20,0,-1,0,0,670
2,1,3,1284,1,20,0,0,0,-1,0,0,370
2,1,3,1605,2,20,0,49,1,0,0,0,1250
2,1,3,1926,1,20,0,45,1,0,0,0,1050
2,1,3,2247,2,20,0,0,0,-1,0,0,520
2,1,3,2568,2,20,0,0,1,47,1,0,520
2,1,3,2889,2,20,0,47,0,-1,0,1,0
2,1,3,3210,2,20,0,0,-1,-1,0,0,520
2,1,3,321,1,21,0,50,0,-1,0,1,0
2,1,3,642,1,21,0,12,1,50,1,0,340
2,1,3,963,1,21,0,20,1,40,0,0,710
2,1,3,1284,1,21,0,40,0,-1,0,0,760
2,1,3,1605,2,21,0,17,1,39,0,0,1220
2,1,3,1926,1,21,0,45,-1,-1,0,0,840
2,1,3,2247,2,21,0,1,1,0,0,0,730
2,1,3,2568,2,21,0,0,0,-1,0,0,710
2,1,3,2889,2,21,0,39,0,-1,0,0,1300
2,1,3,3210,2,21,0,0,-1,-1,0,0,710
2,1,3,321,1,22,0,50,-1,-1,0,0,950
2,1,3,642,1,22,0,0,1,40,1,0,200
2,1,3,963,1,22,0,20,1,50,0,0,750
2,1,3,1284,1,22,0,40,0,-1,0,1,0
2,1,3,1605,2,22,0,28,1,49,0,0,1030
2,1,3,1926,1,22,0,50,0,-1,0,0,950
2,1,3,2247,2,22,0,50,-1,-1,0,0,1110
2,1,3,2568,2,22,0,0,1,0,0,0,360
2,1,3,2889,2,22,0,49,0,-1,0,0,1100
2,1,3,3210,2,22,0,0,0,-1,0,0,360
2,1,3,321,1,23,0,50,1,50,0,0,1300
2,1,3,642,1,23,0,9,0,-1,0,0,440
2,1,3,963,1,23,0,20,-1,-1,0,0,600
2,1,3,1284,1,23,0,10,1,9,0,0,700
2,1,3,1605,2,23,0,41,0,-1,0,1,0
2,1,3,1926,1,23,0,50,0,-1,0,0,1050
2,1,3,2247,2,23,0,7,1,41,1,0,670
2,1,3,2568,2,23,0,0,0,-1,0,0,570
2,1,3,2889,2,23,0,38,-1,-1,0,0,1140
2,1,3,3210,2,23,0,0,1,0,0,0,570
2,1,3,321,1,24,0,50,1,20,0,0,1280
2,1,3,642,1,24,0,4,-1,-1,0,0,340
2,1,3,963,1,24,0,20,0,-1,0,0,580
2,1,3,1284,1,24,0,20,1,50,1,0,580
2,1,3,1605,2,24,0,17,-1,-1,0,0,970
2,1,3,1926,1,24,0,50,0,-1,0,1,0
2,1,3,2247,2,24,0,0,0,-1,0,0,720
2,1,3,2568,2,24,0,0,0,-1,0,0,720
2,1,3,2889,2,24,0,39,1,0,0,0,1300
2,1,3,3210,2,24,0,0,1,0,0,0,720
2,1,3,321,1,25,0,50,1,50,0,0,1220
2,1,3,642,1,25,0,16,0,-1,0,1,0
2,1,3,963,1,25,0,20,-1,-1,0,0,520
2,1,3,1284,1,25,0,20,1,16,1,0,520
2,1,3,1605,2,25,0,21,1,0,0,0,760
2,1,3,1926,1,25,0,50,0,-1,0,0,970
2,1,3,2247,2,25,0,50,-1,-1,0,0,1200
2,1,3,2568,2,25,0,0,0,-1,0,0,450
2,1,3,2889,2,25,0,39,1,0,0,0,1030
2,1,3,3210,2,25,0,0,0,-1,0,0,450
2,1,3,321,1,26,0,50,0,-1,0,0,750
2,1,3,642,1,26,0,30,1,50,1,0,450
2,1,3,963,1,26,0,50,0,-1,0,1,0
2,1,3,1284,1,26,0,20,-1,-1,0,0,300
2,1,3,1605,2,26,0,49,1,50,1,0,990
2,1,3,1926,1,26,0,50,1,50,0,0,1000
2,1,3,2247,2,26,0,50,1,0,0,0,1000
2,1,3,2568,2,26,0,0,-1,-1,0,0,250
2,1,3,2889,2,26,0,50,0,-1,0,1,0
2,1,3,3210,2,26,0,0,0,-1,0,0,250
3,2,1,321,1,1,1,40,-1,-1,0,0,0
3,2,1,642,1,1,1,40,-1,-1,0,0,0
3,2,1,963,2,1,1,50,-1,-1,0,0,0
3,2,1,1284,1,1,1,45,-1,-1,0,0,0
3,2,1,1605,2,1,1,50,-1,-1,0,0,0
3,2,1,1926,1,1,1,10,-1,-1,0,0,0
3,2,1,2247,1,1,1,15,-1,-1,0,0,0
3,2,1,2568,2,1,1,30,-1,-1,0,0,0
3,2,1,2889,2,1,1,0,-1,-1,0,0,0
3,2,1,3210,2,1,1,0,-1,-1,0,0,0
3,2,1,321,1,2,1,35,-1,-1,0,0,0
3,2,1,642,1,2,1,20,-1,-1,0,0,0
3,2,1,963,1,2,1,50,-1,-1,0,0,0
3,2,1,1284,2,2,1,20,-1,-1,0,0,0
3,2,1,1605,1,2,1,50,-1,-1,0,0,0
3,2,1,1926,2,2,1,0,-1,-1,0,0,0
3,2,1,2247,1,2,1,25,-1,-1,0,0,0
3,2,1,2568,2,2,1,35,-1,-1,0,0,0
3,2,1,2889,2,2,1,50,-1,-1,0,0,0
3,2,1,3210,2,2,1,0,-1,-1,0,0,0
3,2,1,321,1,3,1,30,-1,-1,0,0,0
3,2,1,642,2,3,1,50,-1,-1,0,0,0
3,2,1,963,2,3,1,50,-1,-1,0,0,0
3,2,1,1284,2,3,1,50,-1,-1,0,0,0
3,2,1,1605,1,3,1,50,-1,-1,0,0,0
3,2,1,1926,2,3,1,50,-1,-1,0,0,0
3,2,1,2247,1,3,1,5,-1,-1,0,0,0
3,2,1,2568,1,3,1,25,-1,-1,0,0,0
3,2,1,2889,2,3,1,50,-1,-1,0,0,0
3,2,1,3210,1,3,1,0,-1,-1,0,0,0
3,2,1,321,1,4,0,30,-1,-1,0,0,540
3,2,1,642,2,4,0,50,-1,-1,0,0,800
3,2,1,963,2,4,0,40,-1,-1,0,0,650
3,2,1,1284,1,4,0,15,-1,-1,0,0,320
3,2,1,1605,2,4,0,50,-1,-1,0,0,800
3,2,1,1926,2,4,0,0,-1,-1,0,0,50
3,2,1,2247,1,4,0,50,-1,-1,0,0,840
3,2,1,2568,1,4,0,36,-1,-1,0,0,630
3,2,1,2889,2,4,0,50,-1,-1,0,0,800
3,2,1,3210,1,4,0,50,-1,-1,0,0,840
3,2,1,321,2,5,0,25,-1,-1,0,0,250
3,2,1,642,2,5,0,50,-1,-1,0,0,620
3,2,1,963,1,5,0,30,-1,-1,0,0,560
3,2,1,1284,2,5,0,50,-1,-1,0,0,620
3,2,1,1605,2,5,0,50,-1,-1,0,0,620
3,2,1,1926,1,5,0,2,-1,-1,0,0,140
3,2,1,2247,1,5,0,50,-1,-1,0,0,860
3,2,1,2568,2,5,0,50,-1,-1,0,0,620
3,2,1,2889,1,5,0,50,-1,-1,0,0,860
3,2,1,3210,1,5,0,45,-1,-1,0,0,790
3,2,1,321,2,6,0,45,-1,-1,0,0,540
3,2,1,642,2,6,0,40,-1,-1,0,0,460
3,2,1,963,1,6,0,30,-1,-1,0,0,550
3,2,1,1284,2,6,0,50,-1,-1,0,0,610
3,2,1,1605,2,6,0,50,-1,-1,0,0,610
3,2,1,1926,1,6,0,0,-1,-1,0,0,100
3,2,1,2247,1,6,0,50,-1,-1,0,0,850
3,2,1,2568,2,6,0,42,-1,-1,0,0,490
3,2,1,2889,1,6,0,50,-1,-1,0,0,850
3,2,1,3210,1,6,0,50,-1,-1,0,0,850
3,2,1,321,1,7,0,20,-1,-1,0,0,530
3,2,1,642,2,7,0,40,-1,-1,0,0,500
3,2,1,963,2,7,0,30,-1,-1,0,0,350
3,2,1,1284,2,7,0,50,-1,-1,0,0,650
3,2,1,1605,1,7,0,50,-1,-1,0,0,980
3,2,1,1926,1,7,0,0,-1,-1,0,0,230
3,2,1,2247,2,7,0,50,-1,-1,0,0,650
3,2,1,2568,1,7,0,33,-1,-1,0,0,730
3,2,1,2889,2,7,0,50,-1,-1,0,0,650
3,2,1,3210,1,7,0,50,-1,-1,0,0,980
3,2,1,321,1,8,0,50,-1,-1,0,0,870
3,2,1,642,1,8,0,50,-1,-1,0,0,870
3,2,1,963,1,8,0,20,-1,-1,0,0,420
3,2,1,1284,2,8,0,45,-1,-1,0,0,470
3,2,1,1605,2,8,0,50,-1,-1,0,0,550
3,2,1,1926,1,8,0,10,-1,-1,0,0,270
3,2,1,2247,1,8,0,45,-1,-1,0,0,800
3,2,1,2568,2,8,0,45,-1,-1,0,0,470
3,2,1,2889,2,8,0,50,-1,-1,0,0,550
3,2,1,3210,2,8,0,50,-1,-1,0,0,550
3,2,1,321,2,9,0,50,-1,-1,0,0,750
3,2,1,642,2,9,0,50,-1,-1,0,0,750
3,2,1,963,1,9,0,50,-1,-1,0,0,550
3,2,1,1284,1,9,0,50,-1,-1,0,0,550
3,2,1,1605,2,9,0,50,-1,-1,0,0,750
3,2,1,1926,2,9,0,0,-1,-1,0,0,0
3,2,1,2247,1,9,0,48,-1,-1,0,0,520
3,2,1,2568,1,9,0,41,-1,-1,0,0,420
3,2,1,2889,1,9,0,50,-1,-1,0,0,550
3,2,1,3210,2,9,0,50,-1,-1,0,0,750
3,2,1,321,1,10,0,45,-1,-1,0,0,450
3,2,1,642,2,10,0,50,-1,-1,0,0,900
3,2,1,963,2,10,0,20,-1,-1,0,0,450
3,2,1,1284,1,10,0,50,-1,-1,0,0,520
3,2,1,1605,1,10,0,50,-1,-1,0,0,520
3,2,1,1926,2,10,0,0,-1,-1,0,0,150
3,2,1,2247,1,10,0,50,-1,-1,0,0,520
3,2,1,2568,2,10,0,50,-1,-1,0,0,900
3,2,1,2889,1,10,0,50,-1,-1,0,0,520
3,2,1,3210,2,10,0,50,-1,-1,0,0,900
3,2,1,321,2,11,0,50,-1,-1,0,0,650
3,2,1,642,1,11,0,50,-1,-1,0,0,750
3,2,1,963,1,11,0,50,-1,-1,0,0,750
3,2,1,1284,2,11,0,20,-1,-1,0,0,200
3,2,1,1605,1,11,0,50,-1,-1,0,0,750
3,2,1,1926,1,11,0,0,-1,-1,0,0,0
3,2,1,2247,2,11,0,50,-1,-1,0,0,650
3,2,1,2568,1,11,0,50,-1,-1,0,0,750
3,2,1,2889,2,11,0,50,-1,-1,0,0,650
3,2,1,3210,2,11,0,50,-1,-1,0,0,650
3,2,1,321,1,12,0,45,-1,-1,0,0,550
3,2,1,642,1,12,0,50,-1,-1,0,0,620
3,2,1,963,1,12,0,30,-1,-1,0,0,320
3,2,1,1284,1,12,0,50,-1,-1,0,0,620
3,2,1,1605,2,12,0,50,-1,-1,0,0,700
3,2,1,1926,2,12,0,10,-1,-1,0,0,100
3,2,1,2247,2,12,0,50,-1,-1,0,0,700
3,2,1,2568,2,12,0,50,-1,-1,0,0,700
3,2,1,2889,1,12,0,50,-1,-1,0,0,620
3,2,1,3210,2,12,0,50,-1,-1,0,0,700
3,2,1,321,1,13,0,50,-1,-1,0,0,700
3,2,1,642,2,13,0,50,-1,-1,0,0,660
3,2,1,963,2,13,0,20,-1,-1,0,0,210
3,2,1,1284,2,13,0,50,-1,-1,0,0,660
3,2,1,1605,2,13,0,50,-1,-1,0,0,660
3,2,1,1926,1,13,0,10,-1,-1,0,0,100
3,2,1,2247,1,13,0,50,-1,-1,0,0,700
3,2,1,2568,1,13,0,50,-1,-1,0,0,700
3,2,1,2889,1,13,0,50,-1,-1,0,0,700
3,2,1,3210,2,13,0,48,-1,-1,0,0,630
3,2,1,321,2,14,1,25,0,-1,0,0,0
3,2,1,642,2,14,1,50,1,25,0,0,0
3,2,1,963,1,14,1,50,0,-1,0,1,0
3,2,1,1284,2,14,1,50,0,-1,0,1,0
3,2,1,1605,2,14,1,50,1,50,1,0,0
3,2,1,1926,2,14,1,0,-1,-1,0,0,0
3,2,1,2247,1,14,1,1,-1,-1,0,0,0
3,2,1,2568,1,14,1,50,1,0,0,0,0
3,2,1,2889,1,14,1,50,1,50,1,0,0
3,2,1,3210,1,14,1,0,0,-1,0,0,0
3,2,1,321,2,15,1,25,-1,-1,0,0,0
3,2,1,642,1,15,1,50,0,-1,0,1,0
3,2,1,963,1,15,1,10,0,-1,0,0,0
3,2,1,1284,1,15,1,0,1,10,0,0,0
3,2,1,1605,1,15,1,50,1,50,1,0,0
3,2,1,1926,2,15,1,0,1,50,0,0,0
3,2,1,2247,2,15,1,20,0,-1,0,0,0
3,2,1,2568,2,15,1,50,0,-1,0,0,0
3,2,1,2889,1,15,1,0,-1,-1,0,0,0
3,2,1,3210,2,15,1,0,1,20,0,0,0
3,2,1,321,1,16,1,30,0,-1,0,1,0
3,2,1,642,2,16,1,20,0,-1,0,0,0
3,2,1,963,2,16,1,10,1,50,1,0,0
3,2,1,1284,2,16,1,0,1,20,0,0,0
3,2,1,1605,1,16,1,50,1,30,1,0,0
3,2,1,1926,1,16,1,50,-1,-1,0,0,0
3,2,1,2247,2,16,1,41,-1,-1,0,0,0
3,2,1,2568,1,16,1,42,1,50,0,0,0
3,2,1,2889,1,16,1,50,0,-1,0,0,0
3,2,1,3210,2,16,1,50,0,-1,0,1,0
3,2,1,321,1,17,0,25,1,50,1,0,950
3,2,1,642,2,17,0,50,1,50,0,0,1120
3,2,1,963,1,17,0,10,0,-1,0,0,720
3,2,1,1284,1,17,0,50,0,-1,0,1,0
3,2,1,1605,2,17,0,50,0,-1,0,0,870
3,2,1,1926,1,17,0,0,1,10,0,0,820
3,2,1,2247,2,17,0,50,0,-1,0,0,870
3,2,1,2568,2,17,0,25,1,50,0,0,750
3,2,1,2889,1,17,0,0,-1,-1,0,0,570
3,2,1,3210,2,17,0,0,-1,-1,0,0,120
3,2,1,321,2,18,0,20,1,0,0,0,700
3,2,1,642,1,18,0,50,1,0,0,0,820
3,2,1,963,1,18,0,0,0,-1,0,0,70
3,2,1,1284,2,18,0,50,-1,-1,0,0,1150
3,2,1,1605,1,18,0,50,1,35,1,0,820
3,2,1,1926,2,18,0,0,1,50,0,0,650
3,2,1,2247,2,18,0,50,0,-1,0,0,1150
3,2,1,2568,1,18,0,35,0,-1,0,1,0
3,2,1,2889,2,18,0,0,0,-1,0,0,400
3,2,1,3210,1,18,0,50,-1,-1,0,0,820
3,2,1,321,1,19,0,0,1,45,0,0,760
3,2,1,642,1,19,0,50,0,-1,0,0,1260
3,2,1,963,2,19,0,10,1,50,1,0,350
3,2,1,1284,2,19,0,50,0,-1,0,1,0
3,2,1,1605,2,19,0,0,0,-1,0,0,200
3,2,1,1926,1,19,0,2,1,50,0,0,790
3,2,1,2247,2,19,0,50,-1,-1,0,0,950
3,2,1,2568,1,19,0,45,0,-1,0,0,1190
3,2,1,2889,1,19,0,0,-1,-1,0,0,510
3,2,1,3210,2,19,0,50,1,0,0,0,950
3,2,1,321,1,20,0,25,0,-1,0,0,750
3,2,1,642,2,20,0,50,0,-1,0,1,0
3,2,1,963,2,20,0,12,1,50,1,0,120
3,2,1,1284,1,20,0,0,1,50,0,0,620
3,2,1,1605,2,20,0,50,0,-1,0,0,690
3,2,1,1926,1,20,0,8,-1,-1,0,0,490
3,2,1,2247,2,20,0,50,-1,-1,0,0,690
3,2,1,2568,1,20,0,42,1,25,0,0,1250
3,2,1,2889,1,20,0,50,0,-1,0,0,1120
3,2,1,3210,2,20,0,50,1,50,0,0,940
3,2,1,321,2,21,0,25,1,50,1,0,500
3,2,1,642,2,21,0,50,-1,-1,0,0,870
3,2,1,963,1,21,0,11,1,50,1,0,130
3,2,1,1284,1,21,0,50,1,45,0,0,970
3,2,1,1605,1,21,0,50,-1,-1,0,0,720
3,2,1,1926,2,21,0,0,1,50,0,0,370
3,2,1,2247,2,21,0,50,0,-1,0,1,0
3,2,1,2568,1,21,0,45,0,-1,0,0,640
3,2,1,2889,2,21,0,50,0,-1,0,0,870
3,2,1,3210,1,21,0,50,0,-1,0,1,0
3,2,1,321,2,22,0,25,0,-1,0,1,0
3,2,1,642,1,22,0,50,1,2,0,0,1390
3,2,1,963,1,22,0,20,1,50,1,0,690
3,2,1,1284,2,22,0,50,1,50,0,0,870
3,2,1,1605,2,22,0,50,1,25,1,0,620
3,2,1,1926,1,22,0,2,0,-1,0,0,420
3,2,1,2247,2,22,0,50,-1,-1,0,0,620
3,2,1,2568,2,22,0,50,0,-1,0,0,620
3,2,1,2889,1,22,0,50,0,-1,0,1,0
3,2,1,3210,1,22,0,0,-1,-1,0,0,390
3,2,1,321,1,23,0,40,1,50,1,0,890
3,2,1,642,2,23,0,50,1,50,0,0,950
3,2,1,963,2,23,0,10,-1,-1,0,0,100
3,2,1,1284,1,23,0,50,0,-1,0,1,0
3,2,1,1605,2,23,0,50,1,50,1,0,700
3,2,1,1926,1,23,0,2,1,50,1,0,320
3,2,1,2247,2,23,0,50,0,-1,0,1,0
3,2,1,2568,1,23,0,50,0,-1,0,1,0
3,2,1,2889,2,23,0,50,0,-1,0,0,700
3,2,1,3210,1,23,0,0,-1,-1,0,0,290
3,2,1,321,2,24,0,20,0,-1,0,0,700
3,2,1,642,1,24,0,50,0,-1,0,0,950
3,2,1,963,1,24,0,10,0,-1,0,0,350
3,2,1,1284,2,24,0,0,1,50,0,0,650
3,2,1,1605,2,24,0,50,0,-1,0,0,1150
3,2,1,1926,1,24,0,0,1,10,0,0,450
3,2,1,2247,1,24,0,50,1,50,0,0,1200
3,2,1,2568,1,24,0,50,-1,-1,0,0,950
3,2,1,2889,2,24,0,50,1,20,0,0,1400
3,2,1,3210,2,24,0,0,-1,-1,0,0,400
3,2,1,321,1,25,0,15,0,-1,0,0,600
3,2,1,642,1,25,0,50,0,-1,0,0,1120
3,2,1,963,1,25,0,10,-1,-1,0,0,520
3,2,1,1284,1,25,0,0,1,50,0,0,620
3,2,1,1605,2,25,0,50,0,-1,0,0,740
3,2,1,1926,2,25,0,2,0,-1,0,0,20
3,2,1,2247,2,25,0,50,1,2,0,0,990
3,2,1,2568,2,25,0,50,1,50,0,0,990
3,2,1,2889,1,25,0,50,1,15,0,0,1370
3,2,1,3210,2,25,0,50,-1,-1,0,0,740
3,2,1,321,1,26,0,25,1,10,1,0,700
3,2,1,642,2,26,0,50,1,50,0,0,750
3,2,1,963,1,26,0,10,0,-1,0,1,0
3,2,1,1284,1,26,0,50,0,-1,0,0,1070
3,2,1,1605,1,26,0,50,1,50,0,0,1320
3,2,1,1926,1,26,0,0,-1,-1,0,0,320
3,2,1,2247,2,26,0,50,0,-1,0,0,500
3,2,1,2568,2,26,0,50,1,50,0,0,750
3,2,1,2889,2,26,0,50,-1,-1,0,0,500
3,2,1,3210,2,26,0,50,0,-1,0,0,500
3,2,2,321,1,1,1,50,-1,-1,0,0,0
3,2,2,642,1,1,1,10,-1,-1,0,0,0
3,2,2,963,2,1,1,0,-1,-1,0,0,0
3,2,2,1284,1,1,1,20,-1,-1,0,0,0
3,2,2,1605,2,1,1,50,-1,-1,0,0,0
3,2,2,1926,1,1,1,50,-1,-1,0,0,0
3,2,2,2247,1,1,1,50,-1,-1,0,0,0
3,2,2,2568,2,1,1,50,-1,-1,0,0,0
3,2,2,2889,2,1,1,5,-1,-1,0,0,0
3,2,2,3210,2,1,1,39,-1,-1,0,0,0
3,2,2,321,1,2,1,0,-1,-1,0,0,0
3,2,2,642,2,2,1,50,-1,-1,0,0,0
3,2,2,963,2,2,1,0,-1,-1,0,0,0
3,2,2,1284,1,2,1,20,-1,-1,0,0,0
3,2,2,1605,1,2,1,50,-1,-1,0,0,0
3,2,2,1926,2,2,1,40,-1,-1,0,0,0
3,2,2,2247,1,2,1,45,-1,-1,0,0,0
3,2,2,2568,2,2,1,50,-1,-1,0,0,0
3,2,2,2889,1,2,1,42,-1,-1,0,0,0
3,2,2,3210,2,2,1,14,-1,-1,0,0,0
3,2,2,321,1,3,1,30,-1,-1,0,0,0
3,2,2,642,1,3,1,10,-1,-1,0,0,0
3,2,2,963,1,3,1,12,-1,-1,0,0,0
3,2,2,1284,2,3,1,40,-1,-1,0,0,0
3,2,2,1605,1,3,1,50,-1,-1,0,0,0
3,2,2,1926,2,3,1,50,-1,-1,0,0,0
3,2,2,2247,2,3,1,45,-1,-1,0,0,0
3,2,2,2568,2,3,1,50,-1,-1,0,0,0
3,2,2,2889,2,3,1,46,-1,-1,0,0,0
3,2,2,3210,1,3,1,50,-1,-1,0,0,0
3,2,2,321,2,4,0,30,-1,-1,0,0,730
3,2,2,642,1,4,0,20,-1,-1,0,0,370
3,2,2,963,2,4,0,2,-1,-1,0,0,310
3,2,2,1284,1,4,0,50,-1,-1,0,0,820
3,2,2,1605,1,4,0,25,-1,-1,0,0,450
3,2,2,1926,1,4,0,40,-1,-1,0,0,670
3,2,2,2247,2,4,0,50,-1,-1,0,0,1030
3,2,2,2568,1,4,0,50,-1,-1,0,0,820
3,2,2,2889,2,4,0,48,-1,-1,0,0,1000
3,2,2,3210,2,4,0,14,-1,-1,0,0,490
3,2,2,321,1,5,0,15,-1,-1,0,0,170
3,2,2,642,2,5,0,50,-1,-1,0,0,850
3,2,2,963,2,5,0,6,-1,-1,0,0,190
3,2,2,1284,1,5,0,50,-1,-1,0,0,700
3,2,2,1605,2,5,0,25,-1,-1,0,0,480
3,2,2,1926,1,5,0,50,-1,-1,0,0,700
3,2,2,2247,1,5,0,45,-1,-1,0,0,620
3,2,2,2568,1,5,0,50,-1,-1,0,0,700
3,2,2,2889,2,5,0,48,-1,-1,0,0,820
3,2,2,3210,2,5,0,50,-1,-1,0,0,850
3,2,2,321,1,6,0,20,-1,-1,0,0,320
3,2,2,642,2,6,0,50,-1,-1,0,0,810
3,2,2,963,2,6,0,8,-1,-1,0,0,180
3,2,2,1284,2,6,0,50,-1,-1,0,0,810
3,2,2,1605,1,6,0,25,-1,-1,0,0,400
