"union","performance","framing","id","group_id","round","overextraction","observer","overext_observed","report","punished","round_profit"
2,1,1,"288921","211",7,0,NA,NA,NA,NA,1000
2,1,1,"321021","221",7,0,NA,NA,NA,NA,980
2,1,1,"32121","221",8,0,NA,NA,NA,NA,970
2,1,1,"64221","211",8,0,NA,NA,NA,NA,1000
2,1,1,"96321","221",8,0,NA,NA,NA,NA,970
2,1,1,"128421","221",8,4,NA,NA,NA,NA,1030
2,1,1,"160521","211",8,0,NA,NA,NA,NA,1000
2,1,1,"192621","211",8,0,NA,NA,NA,NA,1000
2,1,1,"224721","211",8,0,NA,NA,NA,NA,1000
2,1,1,"256821","221",8,1,NA,NA,NA,NA,990
2,1,1,"288921","211",8,0,NA,NA,NA,NA,1000
2,1,1,"321021","221",8,0,NA,NA,NA,NA,970
2,1,1,"32121","221",9,0,NA,NA,NA,NA,980
2,1,1,"64221","211",9,0,NA,NA,NA,NA,1000
2,1,1,"96321","221",9,0,NA,NA,NA,NA,980
2,1,1,"128421","221",9,3,NA,NA,NA,NA,1020
2,1,1,"160521","211",9,0,NA,NA,NA,NA,1000
2,1,1,"192621","211",9,0,NA,NA,NA,NA,1000
2,1,1,"224721","211",9,0,NA,NA,NA,NA,1000
2,1,1,"256821","221",9,1,NA,NA,NA,NA,990
2,1,1,"288921","211",9,0,NA,NA,NA,NA,1000
2,1,1,"321021","221",9,0,NA,NA,NA,NA,980
2,1,1,"32121","221",10,0,NA,NA,NA,NA,970
2,1,1,"64221","211",10,0,NA,NA,NA,NA,1000
2,1,1,"96321","221",10,0,NA,NA,NA,NA,970
2,1,1,"128421","221",10,4,NA,NA,NA,NA,1030
2,1,1,"160521","211",10,0,NA,NA,NA,NA,1000
2,1,1,"192621","211",10,0,NA,NA,NA,NA,1000
2,1,1,"224721","211",10,0,NA,NA,NA,NA,1000
2,1,1,"256821","221",10,1,NA,NA,NA,NA,990
2,1,1,"288921","211",10,0,NA,NA,NA,NA,1000
2,1,1,"321021","221",10,0,NA,NA,NA,NA,970
2,1,1,"32121","221",11,0,1,0,0,NA,1000
2,1,1,"64221","211",11,0,0,NA,NA,0,1000
2,1,1,"96321","221",11,0,0,NA,NA,0,1000
2,1,1,"128421","221",11,0,0,NA,NA,0,1000
2,1,1,"160521","211",11,0,-1,NA,NA,NA,1000
2,1,1,"192621","211",11,0,1,0,0,NA,1000
2,1,1,"224721","211",11,0,1,0,0,NA,1000
2,1,1,"256821","221",11,0,-1,NA,NA,NA,1000
2,1,1,"288921","211",11,0,0,NA,NA,0,1000
2,1,1,"321021","221",11,0,1,0,0,NA,1000
2,1,1,"32121","221",12,0,1,40,1,NA,790
2,1,1,"64221","211",12,0,1,0,0,NA,1000
2,1,1,"96321","221",12,0,1,1,1,NA,790
2,1,1,"128421","221",12,40,0,NA,NA,1,0
2,1,1,"160521","211",12,0,-1,NA,NA,NA,1000
2,1,1,"192621","211",12,0,0,NA,NA,0,1000
2,1,1,"224721","211",12,0,0,NA,NA,0,1000
2,1,1,"256821","221",12,1,0,NA,NA,1,0
2,1,1,"288921","211",12,0,1,0,0,NA,1000
2,1,1,"321021","221",12,0,-1,NA,NA,NA,790
2,1,1,"32121","221",13,0,-1,NA,NA,NA,740
2,1,1,"64221","211",13,0,-1,NA,NA,NA,1000
2,1,1,"96321","221",13,0,0,NA,NA,0,740
2,1,1,"128421","221",13,50,1,0,0,NA,1490
2,1,1,"160521","211",13,0,1,0,0,NA,1000
2,1,1,"192621","211",13,0,0,NA,NA,0,1000
2,1,1,"224721","211",13,0,0,NA,NA,0,1000
2,1,1,"256821","221",13,1,0,NA,NA,1,0
2,1,1,"288921","211",13,0,1,0,0,NA,1000
2,1,1,"321021","221",13,0,1,1,1,NA,740
2,1,1,"32121","221",14,0,-1,NA,NA,NA,990
2,1,1,"64221","211",14,0,0,NA,NA,0,1000
2,1,1,"96321","221",14,0,1,1,1,NA,990
2,1,1,"128421","221",14,0,1,0,0,NA,990
2,1,1,"160521","211",14,0,1,0,0,NA,1000
2,1,1,"192621","211",14,0,-1,NA,NA,NA,1000
2,1,1,"224721","211",14,0,1,0,0,NA,1000
2,1,1,"256821","221",14,1,0,NA,NA,1,0
2,1,1,"288921","211",14,0,0,NA,NA,0,1000
2,1,1,"321021","221",14,0,0,NA,NA,0,990
2,1,1,"32121","221",15,0,1,1,1,NA,740
2,1,1,"64221","211",15,0,0,NA,NA,0,1000
2,1,1,"96321","221",15,0,1,50,1,NA,740
2,1,1,"128421","221",15,50,0,NA,NA,1,0
2,1,1,"160521","211",15,0,-1,NA,NA,NA,1000
2,1,1,"192621","211",15,0,0,NA,NA,0,1000
2,1,1,"224721","211",15,0,1,0,0,NA,1000
2,1,1,"256821","221",15,1,0,NA,NA,1,0
2,1,1,"288921","211",15,0,1,0,0,NA,1000
2,1,1,"321021","221",15,0,-1,NA,NA,NA,740
2,1,1,"32121","221",16,0,1,0,0,NA,990
2,1,1,"64221","211",16,0,1,0,0,NA,1000
2,1,1,"96321","221",16,0,0,NA,NA,0,990
2,1,1,"128421","221",16,0,1,0,0,NA,990
2,1,1,"160521","211",16,0,-1,NA,NA,NA,1000
2,1,1,"192621","211",16,0,0,NA,NA,0,1000
2,1,1,"224721","211",16,0,0,NA,NA,0,1000
2,1,1,"256821","221",16,1,-1,NA,NA,NA,1010
2,1,1,"288921","211",16,0,1,0,0,NA,1000
2,1,1,"321021","221",16,0,0,NA,NA,0,990
2,1,1,"32121","221",17,0,-1,NA,NA,NA,990
2,1,1,"64221","211",17,0,0,NA,NA,0,1000
2,1,1,"96321","221",17,0,0,NA,NA,0,990
2,1,1,"128421","221",17,0,1,0,0,NA,990
2,1,1,"160521","211",17,0,0,NA,NA,0,1000
2,1,1,"192621","211",17,0,1,0,0,NA,1000
2,1,1,"224721","211",17,0,1,0,0,NA,1000
2,1,1,"256821","221",17,1,1,0,0,NA,1010
2,1,1,"288921","211",17,0,-1,NA,NA,NA,1000
2,1,1,"321021","221",17,0,0,NA,NA,0,990
2,1,1,"32121","221",18,0,1,0,0,NA,940
2,1,1,"64221","211",18,0,1,0,0,NA,1000
2,1,1,"96321","221",18,0,1,12,1,NA,940
2,1,1,"128421","221",18,0,0,NA,NA,0,940
2,1,1,"160521","211",18,0,-1,NA,NA,NA,1000
2,1,1,"192621","211",18,0,0,NA,NA,0,1000
2,1,1,"224721","211",18,0,1,0,0,NA,1000
2,1,1,"256821","221",18,12,0,NA,NA,1,0
2,1,1,"288921","211",18,0,0,NA,NA,0,1000
2,1,1,"321021","221",18,0,-1,NA,NA,NA,940
2,1,1,"32121","221",19,0,0,NA,NA,0,750
2,1,1,"64221","211",19,0,1,0,0,NA,1000
2,1,1,"96321","221",19,0,-1,NA,NA,NA,750
2,1,1,"128421","221",19,50,0,NA,NA,0,1500
2,1,1,"160521","211",19,0,1,0,0,NA,1000
2,1,1,"192621","211",19,0,0,NA,NA,0,1000
2,1,1,"224721","211",19,0,0,NA,NA,0,1000
2,1,1,"256821","221",19,0,1,0,0,NA,750
2,1,1,"288921","211",19,0,-1,NA,NA,NA,1000
2,1,1,"321021","221",19,0,1,50,0,NA,1000
2,1,1,"32121","221",20,0,-1,NA,NA,NA,990
2,1,1,"64221","211",20,0,-1,NA,NA,NA,1000
2,1,1,"96321","221",20,0,1,0,0,NA,990
2,1,1,"128421","221",20,0,1,1,0,NA,1240
2,1,1,"160521","211",20,0,0,NA,NA,0,1000
2,1,1,"192621","211",20,0,0,NA,NA,0,1000
2,1,1,"224721","211",20,0,1,0,0,NA,1000
2,1,1,"256821","221",20,1,0,NA,NA,0,1010
2,1,1,"288921","211",20,0,1,0,0,NA,1000
2,1,1,"321021","221",20,0,0,NA,NA,0,990
2,1,2,"32122","212",1,20,NA,NA,NA,NA,620
2,1,2,"64222","212",1,20,NA,NA,NA,NA,620
2,1,2,"96322","222",1,50,NA,NA,NA,NA,1220
2,1,2,"128422","212",1,50,NA,NA,NA,NA,1070
2,1,2,"160522","222",1,0,NA,NA,NA,NA,470
2,1,2,"192622","222",1,5,NA,NA,NA,NA,550
2,1,2,"224722","212",1,45,NA,NA,NA,NA,1000
2,1,2,"256822","222",1,50,NA,NA,NA,NA,1220
2,1,2,"288922","222",1,0,NA,NA,NA,NA,470
2,1,2,"321022","212",1,0,NA,NA,NA,NA,320
2,1,2,"32122","212",2,0,NA,NA,NA,NA,260
2,1,2,"64222","212",2,15,NA,NA,NA,NA,490
2,1,2,"96322","222",2,50,NA,NA,NA,NA,1250
2,1,2,"128422","212",2,50,NA,NA,NA,NA,1010
2,1,2,"160522","222",2,0,NA,NA,NA,NA,500
2,1,2,"192622","222",2,10,NA,NA,NA,NA,650
2,1,2,"224722","212",2,42,NA,NA,NA,NA,890
2,1,2,"256822","222",2,40,NA,NA,NA,NA,1100
2,1,2,"288922","222",2,0,NA,NA,NA,NA,500
2,1,2,"321022","212",2,40,NA,NA,NA,NA,860
2,1,2,"32122","212",3,20,NA,NA,NA,NA,610
2,1,2,"64222","212",3,20,NA,NA,NA,NA,610
2,1,2,"96322","222",3,50,NA,NA,NA,NA,1350
2,1,2,"128422","212",3,50,NA,NA,NA,NA,1060
2,1,2,"160522","222",3,0,NA,NA,NA,NA,600
2,1,2,"192622","222",3,0,NA,NA,NA,NA,600
2,1,2,"224722","212",3,48,NA,NA,NA,NA,1030
2,1,2,"256822","222",3,30,NA,NA,NA,NA,1050
2,1,2,"288922","222",3,0,NA,NA,NA,NA,600
2,1,2,"321022","212",3,0,NA,NA,NA,NA,310
2,1,2,"32122","212",4,5,NA,NA,NA,NA,400
2,1,2,"64222","212",4,25,NA,NA,NA,NA,700
2,1,2,"96322","222",4,50,NA,NA,NA,NA,1400
2,1,2,"128422","212",4,50,NA,NA,NA,NA,1070
2,1,2,"160522","222",4,0,NA,NA,NA,NA,650
2,1,2,"192622","222",4,0,NA,NA,NA,NA,650
2,1,2,"224722","212",4,45,NA,NA,NA,NA,1000
2,1,2,"256822","222",4,20,NA,NA,NA,NA,950
2,1,2,"288922","222",4,0,NA,NA,NA,NA,650
2,1,2,"321022","212",4,10,NA,NA,NA,NA,470
2,1,2,"32122","212",5,50,NA,NA,NA,NA,880
2,1,2,"64222","212",5,40,NA,NA,NA,NA,730
2,1,2,"96322","222",5,50,NA,NA,NA,NA,1170
2,1,2,"128422","212",5,50,NA,NA,NA,NA,880
2,1,2,"160522","222",5,0,NA,NA,NA,NA,420
2,1,2,"192622","222",5,15,NA,NA,NA,NA,650
2,1,2,"224722","212",5,23,NA,NA,NA,NA,480
2,1,2,"256822","222",5,50,NA,NA,NA,NA,1170
2,1,2,"288922","222",5,0,NA,NA,NA,NA,420
2,1,2,"321022","212",5,10,NA,NA,NA,NA,280
2,1,2,"32122","212",6,0,NA,NA,NA,NA,620
2,1,2,"64222","212",6,10,NA,NA,NA,NA,770
2,1,2,"96322","222",6,40,NA,NA,NA,NA,920
2,1,2,"128422","212",6,30,NA,NA,NA,NA,1070
2,1,2,"160522","222",6,0,NA,NA,NA,NA,320
2,1,2,"192622","222",6,50,NA,NA,NA,NA,1070
2,1,2,"224722","212",6,15,NA,NA,NA,NA,850
2,1,2,"256822","222",6,45,NA,NA,NA,NA,1000
2,1,2,"288922","222",6,0,NA,NA,NA,NA,320
2,1,2,"321022","212",6,20,NA,NA,NA,NA,920
2,1,2,"32122","212",7,15,NA,NA,NA,NA,930
2,1,2,"64222","212",7,15,NA,NA,NA,NA,930
2,1,2,"96322","222",7,40,NA,NA,NA,NA,1150
2,1,2,"128422","212",7,20,NA,NA,NA,NA,1000
2,1,2,"160522","222",7,0,NA,NA,NA,NA,550
2,1,2,"192622","222",7,0,NA,NA,NA,NA,550
2,1,2,"224722","212",7,9,NA,NA,NA,NA,840
2,1,2,"256822","222",7,50,NA,NA,NA,NA,1300
2,1,2,"288922","222",7,0,NA,NA,NA,NA,550
2,1,2,"321022","212",7,0,NA,NA,NA,NA,700
2,1,2,"32122","212",8,50,NA,NA,NA,NA,1370
2,1,2,"64222","212",8,10,NA,NA,NA,NA,770
2,1,2,"96322","222",8,40,NA,NA,NA,NA,1120
2,1,2,"128422","212",8,10,NA,NA,NA,NA,770
2,1,2,"160522","222",8,0,NA,NA,NA,NA,520
2,1,2,"192622","222",8,15,NA,NA,NA,NA,750
2,1,2,"224722","212",8,6,NA,NA,NA,NA,710
2,1,2,"256822","222",8,40,NA,NA,NA,NA,1120
2,1,2,"288922","222",8,0,NA,NA,NA,NA,520
2,1,2,"321022","212",8,0,NA,NA,NA,NA,620
2,1,2,"32122","212",9,0,NA,NA,NA,NA,850
2,1,2,"64222","212",9,15,NA,NA,NA,NA,1080
2,1,2,"96322","222",9,40,NA,NA,NA,NA,1200
2,1,2,"128422","212",9,10,NA,NA,NA,NA,1000
2,1,2,"160522","222",9,0,NA,NA,NA,NA,600
2,1,2,"192622","222",9,0,NA,NA,NA,NA,600
2,1,2,"224722","212",9,4,NA,NA,NA,NA,910
2,1,2,"256822","222",9,40,NA,NA,NA,NA,1200
2,1,2,"288922","222",9,0,NA,NA,NA,NA,600
2,1,2,"321022","212",9,0,NA,NA,NA,NA,850
2,1,2,"32122","212",10,0,NA,NA,NA,NA,790
2,1,2,"64222","212",10,10,NA,NA,NA,NA,940
2,1,2,"96322","222",10,50,NA,NA,NA,NA,1220
2,1,2,"128422","212",10,30,NA,NA,NA,NA,1240
2,1,2,"160522","222",10,0,NA,NA,NA,NA,470
2,1,2,"192622","222",10,10,NA,NA,NA,NA,620
2,1,2,"224722","212",10,2,NA,NA,NA,NA,820
2,1,2,"256822","222",10,45,NA,NA,NA,NA,1150
2,1,2,"288922","222",10,0,NA,NA,NA,NA,470
2,1,2,"321022","212",10,0,NA,NA,NA,NA,790
2,1,2,"32122","212",11,15,0,NA,NA,0,1040
2,1,2,"64222","212",11,10,1,1,0,NA,1220
2,1,2,"96322","222",11,30,0,NA,NA,1,0
2,1,2,"128422","212",11,10,-1,NA,NA,NA,970
2,1,2,"160522","222",11,0,1,0,0,NA,750
2,1,2,"192622","222",11,0,0,NA,NA,0,750
2,1,2,"224722","212",11,1,0,NA,NA,0,830
2,1,2,"256822","222",11,20,1,30,1,NA,1050
2,1,2,"288922","222",11,0,-1,NA,NA,NA,750
2,1,2,"321022","212",11,0,1,15,0,NA,1070
2,1,2,"32122","212",12,10,-1,NA,NA,NA,950
2,1,2,"64222","212",12,10,0,NA,NA,0,950
2,1,2,"96322","222",12,30,1,0,0,NA,1100
2,1,2,"128422","212",12,15,0,NA,NA,0,1020
2,1,2,"160522","222",12,0,-1,NA,NA,NA,650
2,1,2,"192622","222",12,0,0,NA,NA,0,650
2,1,2,"224722","212",12,5,1,10,0,NA,1120
2,1,2,"256822","222",12,40,1,0,0,NA,1250
2,1,2,"288922","222",12,0,0,NA,NA,0,650
2,1,2,"321022","212",12,0,1,15,0,NA,1050
2,1,2,"32122","212",13,10,-1,NA,NA,NA,970
2,1,2,"64222","212",13,15,0,NA,NA,1,0
2,1,2,"96322","222",13,25,0,NA,NA,0,1100
2,1,2,"128422","212",13,10,0,NA,NA,0,970
2,1,2,"160522","222",13,0,1,25,0,NA,970
2,1,2,"192622","222",13,0,-1,NA,NA,NA,720
2,1,2,"224722","212",13,1,1,15,1,NA,830
2,1,2,"256822","222",13,30,0,NA,NA,0,1170
2,1,2,"288922","222",13,0,1,30,0,NA,970
2,1,2,"321022","212",13,0,1,10,0,NA,1070
2,1,2,"32122","212",14,0,1,20,1,NA,870
2,1,2,"64222","212",14,5,0,NA,NA,0,940
2,1,2,"96322","222",14,30,-1,NA,NA,NA,1050
2,1,2,"128422","212",14,20,0,NA,NA,1,0
2,1,2,"160522","222",14,0,0,NA,NA,0,600
2,1,2,"192622","222",14,0,1,50,1,NA,600
2,1,2,"224722","212",14,1,-1,NA,NA,NA,880
2,1,2,"256822","222",14,50,0,NA,NA,1,0
2,1,2,"288922","222",14,0,1,0,0,NA,600
2,1,2,"321022","212",14,0,1,5,0,NA,1120
2,1,2,"32122","212",15,15,0,NA,NA,1,0
2,1,2,"64222","212",15,5,1,0,0,NA,720
2,1,2,"96322","222",15,25,1,0,0,NA,1050
2,1,2,"128422","212",15,50,-1,NA,NA,NA,1390
2,1,2,"160522","222",15,0,0,NA,NA,0,670
2,1,2,"192622","222",15,0,-1,NA,NA,NA,670
2,1,2,"224722","212",15,1,1,15,1,NA,660
2,1,2,"256822","222",15,40,0,NA,NA,0,1270
2,1,2,"288922","222",15,0,1,40,0,NA,920
2,1,2,"321022","212",15,0,0,NA,NA,0,640
2,1,2,"32122","212",16,5,0,NA,NA,0,1000
2,1,2,"64222","212",16,8,1,5,0,NA,1300
2,1,2,"96322","222",16,30,0,NA,NA,0,1100
2,1,2,"128422","212",16,0,1,1,0,NA,1180
2,1,2,"160522","222",16,0,1,30,0,NA,900
2,1,2,"192622","222",16,0,-1,NA,NA,NA,650
2,1,2,"224722","212",16,1,0,NA,NA,0,940
2,1,2,"256822","222",16,40,1,0,0,NA,1250
2,1,2,"288922","222",16,0,0,NA,NA,0,650
2,1,2,"321022","212",16,0,-1,NA,NA,NA,930
2,1,2,"32122","212",17,5,1,5,0,NA,1220
2,1,2,"64222","212",17,5,0,NA,NA,0,970
2,1,2,"96322","222",17,25,1,40,1,NA,800
2,1,2,"128422","212",17,10,0,NA,NA,1,0
2,1,2,"160522","222",17,0,-1,NA,NA,NA,420
2,1,2,"192622","222",17,50,0,NA,NA,1,0
2,1,2,"224722","212",17,1,1,10,1,NA,910
2,1,2,"256822","222",17,40,0,NA,NA,1,0
2,1,2,"288922","222",17,0,1,50,1,NA,420
2,1,2,"321022","212",17,0,-1,NA,NA,NA,890
2,1,2,"32122","212",18,5,0,NA,NA,1,0
2,1,2,"64222","212",18,4,0,NA,NA,0,760
2,1,2,"96322","222",18,25,0,NA,NA,0,1000
2,1,2,"128422","212",18,50,1,5,1,NA,1450
2,1,2,"160522","222",18,0,-1,NA,NA,NA,620
2,1,2,"192622","222",18,0,0,NA,NA,0,620
2,1,2,"224722","212",18,1,1,4,0,NA,960
2,1,2,"256822","222",18,50,1,0,0,NA,1370
2,1,2,"288922","222",18,0,1,25,0,NA,870
2,1,2,"321022","212",18,0,-1,NA,NA,NA,700
2,1,2,"32122","212",19,5,-1,NA,NA,NA,970
2,1,2,"64222","212",19,5,1,0,0,NA,970
2,1,2,"96322","222",19,25,-1,NA,NA,NA,1050
2,1,2,"128422","212",19,10,0,NA,NA,1,0
2,1,2,"160522","222",19,0,0,NA,NA,0,670
2,1,2,"192622","222",19,0,1,0,0,NA,670
2,1,2,"224722","212",19,1,1,10,1,NA,910
2,1,2,"256822","222",19,40,1,0,0,NA,1270
2,1,2,"288922","222",19,0,0,NA,NA,0,670
2,1,2,"321022","212",19,0,0,NA,NA,0,890
2,1,2,"32122","212",20,10,1,50,1,NA,820
2,1,2,"64222","212",20,4,0,NA,NA,0,730
2,1,2,"96322","222",20,30,0,NA,NA,0,1100
2,1,2,"128422","212",20,50,0,NA,NA,1,0
2,1,2,"160522","222",20,0,1,40,0,NA,900
2,1,2,"192622","222",20,0,-1,NA,NA,NA,650
2,1,2,"224722","212",20,1,-1,NA,NA,NA,690
2,1,2,"256822","222",20,40,0,NA,NA,0,1250
2,1,2,"288922","222",20,0,1,30,0,NA,900
2,1,2,"321022","212",20,0,1,4,0,NA,920
3,2,1,"32131","311",1,30,NA,NA,NA,NA,540
3,2,1,"64231","321",1,50,NA,NA,NA,NA,800
3,2,1,"96331","321",1,40,NA,NA,NA,NA,650
3,2,1,"128431","311",1,15,NA,NA,NA,NA,320
3,2,1,"160531","321",1,50,NA,NA,NA,NA,800
3,2,1,"192631","321",1,0,NA,NA,NA,NA,50
3,2,1,"224731","311",1,50,NA,NA,NA,NA,840
3,2,1,"256831","311",1,36,NA,NA,NA,NA,630
3,2,1,"288931","321",1,50,NA,NA,NA,NA,800
3,2,1,"321031","311",1,50,NA,NA,NA,NA,840
3,2,1,"32131","321",2,25,NA,NA,NA,NA,250
3,2,1,"64231","321",2,50,NA,NA,NA,NA,620
3,2,1,"96331","311",2,30,NA,NA,NA,NA,560
3,2,1,"128431","321",2,50,NA,NA,NA,NA,620
3,2,1,"160531","321",2,50,NA,NA,NA,NA,620
3,2,1,"192631","311",2,2,NA,NA,NA,NA,140
3,2,1,"224731","311",2,50,NA,NA,NA,NA,860
3,2,1,"256831","321",2,50,NA,NA,NA,NA,620
3,2,1,"288931","311",2,50,NA,NA,NA,NA,860
3,2,1,"321031","311",2,45,NA,NA,NA,NA,790
3,2,1,"32131","321",3,45,NA,NA,NA,NA,540
3,2,1,"64231","321",3,40,NA,NA,NA,NA,460
3,2,1,"96331","311",3,30,NA,NA,NA,NA,550
3,2,1,"128431","321",3,50,NA,NA,NA,NA,610
3,2,1,"160531","321",3,50,NA,NA,NA,NA,610
3,2,1,"192631","311",3,0,NA,NA,NA,NA,100
3,2,1,"224731","311",3,50,NA,NA,NA,NA,850
3,2,1,"256831","321",3,42,NA,NA,NA,NA,490
3,2,1,"288931","311",3,50,NA,NA,NA,NA,850
3,2,1,"321031","311",3,50,NA,NA,NA,NA,850
3,2,1,"32131","311",4,20,NA,NA,NA,NA,530
3,2,1,"64231","321",4,40,NA,NA,NA,NA,500
3,2,1,"96331","321",4,30,NA,NA,NA,NA,350
3,2,1,"128431","321",4,50,NA,NA,NA,NA,650
3,2,1,"160531","311",4,50,NA,NA,NA,NA,980
3,2,1,"192631","311",4,0,NA,NA,NA,NA,230
3,2,1,"224731","321",4,50,NA,NA,NA,NA,650
3,2,1,"256831","311",4,33,NA,NA,NA,NA,730
3,2,1,"288931","321",4,50,NA,NA,NA,NA,650
3,2,1,"321031","311",4,50,NA,NA,NA,NA,980
3,2,1,"32131","311",5,50,NA,NA,NA,NA,870
3,2,1,"64231","311",5,50,NA,NA,NA,NA,870
3,2,1,"96331","311",5,20,NA,NA,NA,NA,420
3,2,1,"128431","321",5,45,NA,NA,NA,NA,470
3,2,1,"160531","321",5,50,NA,NA,NA,NA,550
3,2,1,"192631","311",5,10,NA,NA,NA,NA,270
3,2,1,"224731","311",5,45,NA,NA,NA,NA,800
3,2,1,"256831","321",5,45,NA,NA,NA,NA,470
3,2,1,"288931","321",5,50,NA,NA,NA,NA,550
3,2,1,"321031","321",5,50,NA,NA,NA,NA,550
3,2,1,"32131","321",6,50,NA,NA,NA,NA,750
3,2,1,"64231","321",6,50,NA,NA,NA,NA,750
3,2,1,"96331","311",6,50,NA,NA,NA,NA,550
3,2,1,"128431","311",6,50,NA,NA,NA,NA,550
3,2,1,"160531","321",6,50,NA,NA,NA,NA,750
3,2,1,"192631","321",6,0,NA,NA,NA,NA,0
3,2,1,"224731","311",6,48,NA,NA,NA,NA,520
3,2,1,"256831","311",6,41,NA,NA,NA,NA,420
3,2,1,"288931","311",6,50,NA,NA,NA,NA,550
3,2,1,"321031","321",6,50,NA,NA,NA,NA,750
3,2,1,"32131","311",7,45,NA,NA,NA,NA,450
3,2,1,"64231","321",7,50,NA,NA,NA,NA,900
3,2,1,"96331","321",7,20,NA,NA,NA,NA,450
3,2,1,"128431","311",7,50,NA,NA,NA,NA,520
3,2,1,"160531","311",7,50,NA,NA,NA,NA,520
3,2,1,"192631","321",7,0,NA,NA,NA,NA,150
3,2,1,"224731","311",7,50,NA,NA,NA,NA,520
3,2,1,"256831","321",7,50,NA,NA,NA,NA,900
3,2,1,"288931","311",7,50,NA,NA,NA,NA,520
3,2,1,"321031","321",7,50,NA,NA,NA,NA,900
3,2,1,"32131","321",8,50,NA,NA,NA,NA,650
3,2,1,"64231","311",8,50,NA,NA,NA,NA,750
3,2,1,"96331","311",8,50,NA,NA,NA,NA,750
3,2,1,"128431","321",8,20,NA,NA,NA,NA,200
3,2,1,"160531","311",8,50,NA,NA,NA,NA,750
3,2,1,"192631","311",8,0,NA,NA,NA,NA,0
3,2,1,"224731","321",8,50,NA,NA,NA,NA,650
3,2,1,"256831","311",8,50,NA,NA,NA,NA,750
3,2,1,"288931","321",8,50,NA,NA,NA,NA,650
3,2,1,"321031","321",8,50,NA,NA,NA,NA,650
3,2,1,"32131","311",9,45,NA,NA,NA,NA,550
3,2,1,"64231","311",9,50,NA,NA,NA,NA,620
3,2,1,"96331","311",9,30,NA,NA,NA,NA,320
3,2,1,"128431","311",9,50,NA,NA,NA,NA,620
3,2,1,"160531","321",9,50,NA,NA,NA,NA,700
3,2,1,"192631","321",9,10,NA,NA,NA,NA,100
3,2,1,"224731","321",9,50,NA,NA,NA,NA,700
3,2,1,"256831","321",9,50,NA,NA,NA,NA,700
3,2,1,"288931","311",9,50,NA,NA,NA,NA,620
3,2,1,"321031","321",9,50,NA,NA,NA,NA,700
3,2,1,"32131","311",10,50,NA,NA,NA,NA,700
3,2,1,"64231","321",10,50,NA,NA,NA,NA,660
3,2,1,"96331","321",10,20,NA,NA,NA,NA,210
3,2,1,"128431","321",10,50,NA,NA,NA,NA,660
3,2,1,"160531","321",10,50,NA,NA,NA,NA,660
3,2,1,"192631","311",10,10,NA,NA,NA,NA,100
3,2,1,"224731","311",10,50,NA,NA,NA,NA,700
3,2,1,"256831","311",10,50,NA,NA,NA,NA,700
3,2,1,"288931","311",10,50,NA,NA,NA,NA,700
3,2,1,"321031","321",10,48,NA,NA,NA,NA,630
3,2,1,"32131","311",11,25,1,50,1,NA,950
3,2,1,"64231","321",11,50,1,50,0,NA,1120
3,2,1,"96331","311",11,10,0,NA,NA,0,720
3,2,1,"128431","311",11,50,0,NA,NA,1,0
3,2,1,"160531","321",11,50,0,NA,NA,0,870
3,2,1,"192631","311",11,0,1,10,0,NA,820
3,2,1,"224731","321",11,50,0,NA,NA,0,870
3,2,1,"256831","321",11,25,1,50,0,NA,750
3,2,1,"288931","311",11,0,-1,NA,NA,NA,570
3,2,1,"321031","321",11,0,-1,NA,NA,NA,120
3,2,1,"32131","321",12,20,1,0,0,NA,700
3,2,1,"64231","311",12,50,1,0,0,NA,820
3,2,1,"96331","311",12,0,0,NA,NA,0,70
3,2,1,"128431","321",12,50,-1,NA,NA,NA,1150
3,2,1,"160531","311",12,50,1,35,1,NA,820
3,2,1,"192631","321",12,0,1,50,0,NA,650
3,2,1,"224731","321",12,50,0,NA,NA,0,1150
3,2,1,"256831","311",12,35,0,NA,NA,1,0
3,2,1,"288931","321",12,0,0,NA,NA,0,400
3,2,1,"321031","311",12,50,-1,NA,NA,NA,820
3,2,1,"32131","311",13,0,1,45,0,NA,760
3,2,1,"64231","311",13,50,0,NA,NA,0,1260
3,2,1,"96331","321",13,10,1,50,1,NA,350
3,2,1,"128431","321",13,50,0,NA,NA,1,0
3,2,1,"160531","321",13,0,0,NA,NA,0,200
3,2,1,"192631","311",13,2,1,50,0,NA,790
3,2,1,"224731","321",13,50,-1,NA,NA,NA,950
3,2,1,"256831","311",13,45,0,NA,NA,0,1190
3,2,1,"288931","311",13,0,-1,NA,NA,NA,510
3,2,1,"321031","321",13,50,1,0,0,NA,950
3,2,1,"32131","311",14,25,0,NA,NA,0,750
3,2,1,"64231","321",14,50,0,NA,NA,1,0
3,2,1,"96331","321",14,12,1,50,1,NA,120
3,2,1,"128431","311",14,0,1,50,0,NA,620
3,2,1,"160531","321",14,50,0,NA,NA,0,690
3,2,1,"192631","311",14,8,-1,NA,NA,NA,490
3,2,1,"224731","321",14,50,-1,NA,NA,NA,690
3,2,1,"256831","311",14,42,1,25,0,NA,1250
3,2,1,"288931","311",14,50,0,NA,NA,0,1120
3,2,1,"321031","321",14,50,1,50,0,NA,940
3,2,1,"32131","321",15,25,1,50,1,NA,500
3,2,1,"64231","321",15,50,-1,NA,NA,NA,870
3,2,1,"96331","311",15,11,1,50,1,NA,130
3,2,1,"128431","311",15,50,1,45,0,NA,970
