union,performance,framing,id,round,overextraction,observer,overext_observed,report,punished,round_profit,group_id
2,1,1,642211,8,0,NA,NA,NA,NA,1000,211
2,1,1,963221,8,0,NA,NA,NA,NA,970,221
2,1,1,1284221,8,4,NA,NA,NA,NA,1030,221
2,1,1,1605211,8,0,NA,NA,NA,NA,1000,211
2,1,1,1926211,8,0,NA,NA,NA,NA,1000,211
2,1,1,2247211,8,0,NA,NA,NA,NA,1000,211
2,1,1,2568221,8,1,NA,NA,NA,NA,990,221
2,1,1,2889211,8,0,NA,NA,NA,NA,1000,211
2,1,1,3210221,8,0,NA,NA,NA,NA,970,221
2,1,1,321221,9,0,NA,NA,NA,NA,980,221
2,1,1,642211,9,0,NA,NA,NA,NA,1000,211
2,1,1,963221,9,0,NA,NA,NA,NA,980,221
2,1,1,1284221,9,3,NA,NA,NA,NA,1020,221
2,1,1,1605211,9,0,NA,NA,NA,NA,1000,211
2,1,1,1926211,9,0,NA,NA,NA,NA,1000,211
2,1,1,2247211,9,0,NA,NA,NA,NA,1000,211
2,1,1,2568221,9,1,NA,NA,NA,NA,990,221
2,1,1,2889211,9,0,NA,NA,NA,NA,1000,211
2,1,1,3210221,9,0,NA,NA,NA,NA,980,221
2,1,1,321221,10,0,NA,NA,NA,NA,970,221
2,1,1,642211,10,0,NA,NA,NA,NA,1000,211
2,1,1,963221,10,0,NA,NA,NA,NA,970,221
2,1,1,1284221,10,4,NA,NA,NA,NA,1030,221
2,1,1,1605211,10,0,NA,NA,NA,NA,1000,211
2,1,1,1926211,10,0,NA,NA,NA,NA,1000,211
2,1,1,2247211,10,0,NA,NA,NA,NA,1000,211
2,1,1,2568221,10,1,NA,NA,NA,NA,990,221
2,1,1,2889211,10,0,NA,NA,NA,NA,1000,211
2,1,1,3210221,10,0,NA,NA,NA,NA,970,221
2,1,1,321221,11,0,1,0,0,NA,1000,221
2,1,1,642211,11,0,0,NA,NA,0,1000,211
2,1,1,963221,11,0,0,NA,NA,0,1000,221
2,1,1,1284221,11,0,0,NA,NA,0,1000,221
2,1,1,1605211,11,0,-1,NA,NA,NA,1000,211
2,1,1,1926211,11,0,1,0,0,NA,1000,211
2,1,1,2247211,11,0,1,0,0,NA,1000,211
2,1,1,2568221,11,0,-1,NA,NA,NA,1000,221
2,1,1,2889211,11,0,0,NA,NA,0,1000,211
2,1,1,3210221,11,0,1,0,0,NA,1000,221
2,1,1,321221,12,0,1,40,1,NA,790,221
2,1,1,642211,12,0,1,0,0,NA,1000,211
2,1,1,963221,12,0,1,1,1,NA,790,221
2,1,1,1284221,12,40,0,NA,NA,1,0,221
2,1,1,1605211,12,0,-1,NA,NA,NA,1000,211
2,1,1,1926211,12,0,0,NA,NA,0,1000,211
2,1,1,2247211,12,0,0,NA,NA,0,1000,211
2,1,1,2568221,12,1,0,NA,NA,1,0,221
2,1,1,2889211,12,0,1,0,0,NA,1000,211
2,1,1,3210221,12,0,-1,NA,NA,NA,790,221
2,1,1,321221,13,0,-1,NA,NA,NA,740,221
2,1,1,642211,13,0,-1,NA,NA,NA,1000,211
2,1,1,963221,13,0,0,NA,NA,0,740,221
2,1,1,1284221,13,50,1,0,0,NA,1490,221
2,1,1,1605211,13,0,1,0,0,NA,1000,211
2,1,1,1926211,13,0,0,NA,NA,0,1000,211
2,1,1,2247211,13,0,0,NA,NA,0,1000,211
2,1,1,2568221,13,1,0,NA,NA,1,0,221
2,1,1,2889211,13,0,1,0,0,NA,1000,211
2,1,1,3210221,13,0,1,1,1,NA,740,221
2,1,1,321221,14,0,-1,NA,NA,NA,990,221
2,1,1,642211,14,0,0,NA,NA,0,1000,211
2,1,1,963221,14,0,1,1,1,NA,990,221
2,1,1,1284221,14,0,1,0,0,NA,990,221
2,1,1,1605211,14,0,1,0,0,NA,1000,211
2,1,1,1926211,14,0,-1,NA,NA,NA,1000,211
2,1,1,2247211,14,0,1,0,0,NA,1000,211
2,1,1,2568221,14,1,0,NA,NA,1,0,221
2,1,1,2889211,14,0,0,NA,NA,0,1000,211
2,1,1,3210221,14,0,0,NA,NA,0,990,221
2,1,1,321221,15,0,1,1,1,NA,740,221
2,1,1,642211,15,0,0,NA,NA,0,1000,211
2,1,1,963221,15,0,1,50,1,NA,740,221
2,1,1,1284221,15,50,0,NA,NA,1,0,221
2,1,1,1605211,15,0,-1,NA,NA,NA,1000,211
2,1,1,1926211,15,0,0,NA,NA,0,1000,211
2,1,1,2247211,15,0,1,0,0,NA,1000,211
2,1,1,2568221,15,1,0,NA,NA,1,0,221
2,1,1,2889211,15,0,1,0,0,NA,1000,211
2,1,1,3210221,15,0,-1,NA,NA,NA,740,221
2,1,1,321221,16,0,1,0,0,NA,990,221
2,1,1,642211,16,0,1,0,0,NA,1000,211
2,1,1,963221,16,0,0,NA,NA,0,990,221
2,1,1,1284221,16,0,1,0,0,NA,990,221
2,1,1,1605211,16,0,-1,NA,NA,NA,1000,211
2,1,1,1926211,16,0,0,NA,NA,0,1000,211
2,1,1,2247211,16,0,0,NA,NA,0,1000,211
2,1,1,2568221,16,1,-1,NA,NA,NA,1010,221
2,1,1,2889211,16,0,1,0,0,NA,1000,211
2,1,1,3210221,16,0,0,NA,NA,0,990,221
2,1,1,321221,17,0,-1,NA,NA,NA,990,221
2,1,1,642211,17,0,0,NA,NA,0,1000,211
2,1,1,963221,17,0,0,NA,NA,0,990,221
2,1,1,1284221,17,0,1,0,0,NA,990,221
2,1,1,1605211,17,0,0,NA,NA,0,1000,211
2,1,1,1926211,17,0,1,0,0,NA,1000,211
2,1,1,2247211,17,0,1,0,0,NA,1000,211
2,1,1,2568221,17,1,1,0,0,NA,1010,221
2,1,1,2889211,17,0,-1,NA,NA,NA,1000,211
2,1,1,3210221,17,0,0,NA,NA,0,990,221
2,1,1,321221,18,0,1,0,0,NA,940,221
2,1,1,642211,18,0,1,0,0,NA,1000,211
2,1,1,963221,18,0,1,12,1,NA,940,221
2,1,1,1284221,18,0,0,NA,NA,0,940,221
2,1,1,1605211,18,0,-1,NA,NA,NA,1000,211
2,1,1,1926211,18,0,0,NA,NA,0,1000,211
2,1,1,2247211,18,0,1,0,0,NA,1000,211
2,1,1,2568221,18,12,0,NA,NA,1,0,221
2,1,1,2889211,18,0,0,NA,NA,0,1000,211
2,1,1,3210221,18,0,-1,NA,NA,NA,940,221
2,1,1,321221,19,0,0,NA,NA,0,750,221
2,1,1,642211,19,0,1,0,0,NA,1000,211
2,1,1,963221,19,0,-1,NA,NA,NA,750,221
2,1,1,1284221,19,50,0,NA,NA,0,1500,221
2,1,1,1605211,19,0,1,0,0,NA,1000,211
2,1,1,1926211,19,0,0,NA,NA,0,1000,211
2,1,1,2247211,19,0,0,NA,NA,0,1000,211
2,1,1,2568221,19,0,1,0,0,NA,750,221
2,1,1,2889211,19,0,-1,NA,NA,NA,1000,211
2,1,1,3210221,19,0,1,50,0,NA,1000,221
2,1,1,321221,20,0,-1,NA,NA,NA,990,221
2,1,1,642211,20,0,-1,NA,NA,NA,1000,211
2,1,1,963221,20,0,1,0,0,NA,990,221
2,1,1,1284221,20,0,1,1,0,NA,1240,221
2,1,1,1605211,20,0,0,NA,NA,0,1000,211
2,1,1,1926211,20,0,0,NA,NA,0,1000,211
2,1,1,2247211,20,0,1,0,0,NA,1000,211
2,1,1,2568221,20,1,0,NA,NA,0,1010,221
2,1,1,2889211,20,0,1,0,0,NA,1000,211
2,1,1,3210221,20,0,0,NA,NA,0,990,221
2,1,2,321212,1,20,NA,NA,NA,NA,620,212
2,1,2,642212,1,20,NA,NA,NA,NA,620,212
2,1,2,963222,1,50,NA,NA,NA,NA,1220,222
2,1,2,1284212,1,50,NA,NA,NA,NA,1070,212
2,1,2,1605222,1,0,NA,NA,NA,NA,470,222
2,1,2,1926222,1,5,NA,NA,NA,NA,550,222
2,1,2,2247212,1,45,NA,NA,NA,NA,1000,212
2,1,2,2568222,1,50,NA,NA,NA,NA,1220,222
2,1,2,2889222,1,0,NA,NA,NA,NA,470,222
2,1,2,3210212,1,0,NA,NA,NA,NA,320,212
2,1,2,321212,2,0,NA,NA,NA,NA,260,212
2,1,2,642212,2,15,NA,NA,NA,NA,490,212
2,1,2,963222,2,50,NA,NA,NA,NA,1250,222
2,1,2,1284212,2,50,NA,NA,NA,NA,1010,212
2,1,2,1605222,2,0,NA,NA,NA,NA,500,222
2,1,2,1926222,2,10,NA,NA,NA,NA,650,222
2,1,2,2247212,2,42,NA,NA,NA,NA,890,212
2,1,2,2568222,2,40,NA,NA,NA,NA,1100,222
2,1,2,2889222,2,0,NA,NA,NA,NA,500,222
2,1,2,3210212,2,40,NA,NA,NA,NA,860,212
2,1,2,321212,3,20,NA,NA,NA,NA,610,212
2,1,2,642212,3,20,NA,NA,NA,NA,610,212
2,1,2,963222,3,50,NA,NA,NA,NA,1350,222
2,1,2,1284212,3,50,NA,NA,NA,NA,1060,212
2,1,2,1605222,3,0,NA,NA,NA,NA,600,222
2,1,2,1926222,3,0,NA,NA,NA,NA,600,222
2,1,2,2247212,3,48,NA,NA,NA,NA,1030,212
2,1,2,2568222,3,30,NA,NA,NA,NA,1050,222
2,1,2,2889222,3,0,NA,NA,NA,NA,600,222
2,1,2,3210212,3,0,NA,NA,NA,NA,310,212
2,1,2,321212,4,5,NA,NA,NA,NA,400,212
2,1,2,642212,4,25,NA,NA,NA,NA,700,212
2,1,2,963222,4,50,NA,NA,NA,NA,1400,222
2,1,2,1284212,4,50,NA,NA,NA,NA,1070,212
2,1,2,1605222,4,0,NA,NA,NA,NA,650,222
2,1,2,1926222,4,0,NA,NA,NA,NA,650,222
2,1,2,2247212,4,45,NA,NA,NA,NA,1000,212
2,1,2,2568222,4,20,NA,NA,NA,NA,950,222
2,1,2,2889222,4,0,NA,NA,NA,NA,650,222
2,1,2,3210212,4,10,NA,NA,NA,NA,470,212
2,1,2,321212,5,50,NA,NA,NA,NA,880,212
2,1,2,642212,5,40,NA,NA,NA,NA,730,212
2,1,2,963222,5,50,NA,NA,NA,NA,1170,222
2,1,2,1284212,5,50,NA,NA,NA,NA,880,212
2,1,2,1605222,5,0,NA,NA,NA,NA,420,222
2,1,2,1926222,5,15,NA,NA,NA,NA,650,222
2,1,2,2247212,5,23,NA,NA,NA,NA,480,212
2,1,2,2568222,5,50,NA,NA,NA,NA,1170,222
2,1,2,2889222,5,0,NA,NA,NA,NA,420,222
2,1,2,3210212,5,10,NA,NA,NA,NA,280,212
2,1,2,321212,6,0,NA,NA,NA,NA,620,212
2,1,2,642212,6,10,NA,NA,NA,NA,770,212
2,1,2,963222,6,40,NA,NA,NA,NA,920,222
2,1,2,1284212,6,30,NA,NA,NA,NA,1070,212
2,1,2,1605222,6,0,NA,NA,NA,NA,320,222
2,1,2,1926222,6,50,NA,NA,NA,NA,1070,222
2,1,2,2247212,6,15,NA,NA,NA,NA,850,212
2,1,2,2568222,6,45,NA,NA,NA,NA,1000,222
2,1,2,2889222,6,0,NA,NA,NA,NA,320,222
2,1,2,3210212,6,20,NA,NA,NA,NA,920,212
2,1,2,321212,7,15,NA,NA,NA,NA,930,212
2,1,2,642212,7,15,NA,NA,NA,NA,930,212
2,1,2,963222,7,40,NA,NA,NA,NA,1150,222
2,1,2,1284212,7,20,NA,NA,NA,NA,1000,212
2,1,2,1605222,7,0,NA,NA,NA,NA,550,222
2,1,2,1926222,7,0,NA,NA,NA,NA,550,222
2,1,2,2247212,7,9,NA,NA,NA,NA,840,212
2,1,2,2568222,7,50,NA,NA,NA,NA,1300,222
2,1,2,2889222,7,0,NA,NA,NA,NA,550,222
2,1,2,3210212,7,0,NA,NA,NA,NA,700,212
2,1,2,321212,8,50,NA,NA,NA,NA,1370,212
2,1,2,642212,8,10,NA,NA,NA,NA,770,212
2,1,2,963222,8,40,NA,NA,NA,NA,1120,222
2,1,2,1284212,8,10,NA,NA,NA,NA,770,212
2,1,2,1605222,8,0,NA,NA,NA,NA,520,222
2,1,2,1926222,8,15,NA,NA,NA,NA,750,222
2,1,2,2247212,8,6,NA,NA,NA,NA,710,212
2,1,2,2568222,8,40,NA,NA,NA,NA,1120,222
2,1,2,2889222,8,0,NA,NA,NA,NA,520,222
2,1,2,3210212,8,0,NA,NA,NA,NA,620,212
2,1,2,321212,9,0,NA,NA,NA,NA,850,212
2,1,2,642212,9,15,NA,NA,NA,NA,1080,212
2,1,2,963222,9,40,NA,NA,NA,NA,1200,222
2,1,2,1284212,9,10,NA,NA,NA,NA,1000,212
2,1,2,1605222,9,0,NA,NA,NA,NA,600,222
2,1,2,1926222,9,0,NA,NA,NA,NA,600,222
2,1,2,2247212,9,4,NA,NA,NA,NA,910,212
2,1,2,2568222,9,40,NA,NA,NA,NA,1200,222
2,1,2,2889222,9,0,NA,NA,NA,NA,600,222
2,1,2,3210212,9,0,NA,NA,NA,NA,850,212
2,1,2,321212,10,0,NA,NA,NA,NA,790,212
2,1,2,642212,10,10,NA,NA,NA,NA,940,212
2,1,2,963222,10,50,NA,NA,NA,NA,1220,222
2,1,2,1284212,10,30,NA,NA,NA,NA,1240,212
2,1,2,1605222,10,0,NA,NA,NA,NA,470,222
2,1,2,1926222,10,10,NA,NA,NA,NA,620,222
2,1,2,2247212,10,2,NA,NA,NA,NA,820,212
2,1,2,2568222,10,45,NA,NA,NA,NA,1150,222
2,1,2,2889222,10,0,NA,NA,NA,NA,470,222
2,1,2,3210212,10,0,NA,NA,NA,NA,790,212
2,1,2,321212,11,15,0,NA,NA,0,1040,212
2,1,2,642212,11,10,1,1,0,NA,1220,212
2,1,2,963222,11,30,0,NA,NA,1,0,222
2,1,2,1284212,11,10,-1,NA,NA,NA,970,212
2,1,2,1605222,11,0,1,0,0,NA,750,222
2,1,2,1926222,11,0,0,NA,NA,0,750,222
2,1,2,2247212,11,1,0,NA,NA,0,830,212
2,1,2,2568222,11,20,1,30,1,NA,1050,222
2,1,2,2889222,11,0,-1,NA,NA,NA,750,222
2,1,2,3210212,11,0,1,15,0,NA,1070,212
2,1,2,321212,12,10,-1,NA,NA,NA,950,212
2,1,2,642212,12,10,0,NA,NA,0,950,212
2,1,2,963222,12,30,1,0,0,NA,1100,222
2,1,2,1284212,12,15,0,NA,NA,0,1020,212
2,1,2,1605222,12,0,-1,NA,NA,NA,650,222
2,1,2,1926222,12,0,0,NA,NA,0,650,222
2,1,2,2247212,12,5,1,10,0,NA,1120,212
2,1,2,2568222,12,40,1,0,0,NA,1250,222
2,1,2,2889222,12,0,0,NA,NA,0,650,222
2,1,2,3210212,12,0,1,15,0,NA,1050,212
2,1,2,321212,13,10,-1,NA,NA,NA,970,212
2,1,2,642212,13,15,0,NA,NA,1,0,212
2,1,2,963222,13,25,0,NA,NA,0,1100,222
2,1,2,1284212,13,10,0,NA,NA,0,970,212
2,1,2,1605222,13,0,1,25,0,NA,970,222
2,1,2,1926222,13,0,-1,NA,NA,NA,720,222
2,1,2,2247212,13,1,1,15,1,NA,830,212
2,1,2,2568222,13,30,0,NA,NA,0,1170,222
2,1,2,2889222,13,0,1,30,0,NA,970,222
2,1,2,3210212,13,0,1,10,0,NA,1070,212
2,1,2,321212,14,0,1,20,1,NA,870,212
2,1,2,642212,14,5,0,NA,NA,0,940,212
2,1,2,963222,14,30,-1,NA,NA,NA,1050,222
2,1,2,1284212,14,20,0,NA,NA,1,0,212
2,1,2,1605222,14,0,0,NA,NA,0,600,222
2,1,2,1926222,14,0,1,50,1,NA,600,222
2,1,2,2247212,14,1,-1,NA,NA,NA,880,212
2,1,2,2568222,14,50,0,NA,NA,1,0,222
2,1,2,2889222,14,0,1,0,0,NA,600,222
2,1,2,3210212,14,0,1,5,0,NA,1120,212
2,1,2,321212,15,15,0,NA,NA,1,0,212
2,1,2,642212,15,5,1,0,0,NA,720,212
2,1,2,963222,15,25,1,0,0,NA,1050,222
2,1,2,1284212,15,50,-1,NA,NA,NA,1390,212
2,1,2,1605222,15,0,0,NA,NA,0,670,222
2,1,2,1926222,15,0,-1,NA,NA,NA,670,222
2,1,2,2247212,15,1,1,15,1,NA,660,212
2,1,2,2568222,15,40,0,NA,NA,0,1270,222
2,1,2,2889222,15,0,1,40,0,NA,920,222
2,1,2,3210212,15,0,0,NA,NA,0,640,212
2,1,2,321212,16,5,0,NA,NA,0,1000,212
2,1,2,642212,16,8,1,5,0,NA,1300,212
2,1,2,963222,16,30,0,NA,NA,0,1100,222
2,1,2,1284212,16,0,1,1,0,NA,1180,212
2,1,2,1605222,16,0,1,30,0,NA,900,222
2,1,2,1926222,16,0,-1,NA,NA,NA,650,222
2,1,2,2247212,16,1,0,NA,NA,0,940,212
2,1,2,2568222,16,40,1,0,0,NA,1250,222
2,1,2,2889222,16,0,0,NA,NA,0,650,222
2,1,2,3210212,16,0,-1,NA,NA,NA,930,212
2,1,2,321212,17,5,1,5,0,NA,1220,212
2,1,2,642212,17,5,0,NA,NA,0,970,212
2,1,2,963222,17,25,1,40,1,NA,800,222
2,1,2,1284212,17,10,0,NA,NA,1,0,212
2,1,2,1605222,17,0,-1,NA,NA,NA,420,222
2,1,2,1926222,17,50,0,NA,NA,1,0,222
2,1,2,2247212,17,1,1,10,1,NA,910,212
2,1,2,2568222,17,40,0,NA,NA,1,0,222
2,1,2,2889222,17,0,1,50,1,NA,420,222
2,1,2,3210212,17,0,-1,NA,NA,NA,890,212
2,1,2,321212,18,5,0,NA,NA,1,0,212
2,1,2,642212,18,4,0,NA,NA,0,760,212
2,1,2,963222,18,25,0,NA,NA,0,1000,222
2,1,2,1284212,18,50,1,5,1,NA,1450,212
2,1,2,1605222,18,0,-1,NA,NA,NA,620,222
2,1,2,1926222,18,0,0,NA,NA,0,620,222
2,1,2,2247212,18,1,1,4,0,NA,960,212
2,1,2,2568222,18,50,1,0,0,NA,1370,222
2,1,2,2889222,18,0,1,25,0,NA,870,222
2,1,2,3210212,18,0,-1,NA,NA,NA,700,212
2,1,2,321212,19,5,-1,NA,NA,NA,970,212
2,1,2,642212,19,5,1,0,0,NA,970,212
2,1,2,963222,19,25,-1,NA,NA,NA,1050,222
2,1,2,1284212,19,10,0,NA,NA,1,0,212
2,1,2,1605222,19,0,0,NA,NA,0,670,222
2,1,2,1926222,19,0,1,0,0,NA,670,222
2,1,2,2247212,19,1,1,10,1,NA,910,212
2,1,2,2568222,19,40,1,0,0,NA,1270,222
2,1,2,2889222,19,0,0,NA,NA,0,670,222
2,1,2,3210212,19,0,0,NA,NA,0,890,212
2,1,2,321212,20,10,1,50,1,NA,820,212
2,1,2,642212,20,4,0,NA,NA,0,730,212
2,1,2,963222,20,30,0,NA,NA,0,1100,222
2,1,2,1284212,20,50,0,NA,NA,1,0,212
2,1,2,1605222,20,0,1,40,0,NA,900,222
2,1,2,1926222,20,0,-1,NA,NA,NA,650,222
2,1,2,2247212,20,1,-1,NA,NA,NA,690,212
2,1,2,2568222,20,40,0,NA,NA,0,1250,222
2,1,2,2889222,20,0,1,30,0,NA,900,222
2,1,2,3210212,20,0,1,4,0,NA,920,212
3,2,1,321311,1,30,NA,NA,NA,NA,540,311
3,2,1,642311,1,50,NA,NA,NA,NA,800,311
3,2,1,963321,1,40,NA,NA,NA,NA,650,321
3,2,1,1284311,1,15,NA,NA,NA,NA,320,311
3,2,1,1605321,1,50,NA,NA,NA,NA,800,321
3,2,1,1926311,1,0,NA,NA,NA,NA,50,311
3,2,1,2247311,1,50,NA,NA,NA,NA,840,311
3,2,1,2568321,1,36,NA,NA,NA,NA,630,321
3,2,1,2889321,1,50,NA,NA,NA,NA,800,321
3,2,1,3210321,1,50,NA,NA,NA,NA,840,321
3,2,1,321311,2,25,NA,NA,NA,NA,250,311
3,2,1,642311,2,50,NA,NA,NA,NA,620,311
3,2,1,963321,2,30,NA,NA,NA,NA,560,321
3,2,1,1284311,2,50,NA,NA,NA,NA,620,311
3,2,1,1605321,2,50,NA,NA,NA,NA,620,321
3,2,1,1926311,2,2,NA,NA,NA,NA,140,311
3,2,1,2247311,2,50,NA,NA,NA,NA,860,311
3,2,1,2568321,2,50,NA,NA,NA,NA,620,321
3,2,1,2889321,2,50,NA,NA,NA,NA,860,321
3,2,1,3210321,2,45,NA,NA,NA,NA,790,321
3,2,1,321311,3,45,NA,NA,NA,NA,540,311
3,2,1,642311,3,40,NA,NA,NA,NA,460,311
3,2,1,963321,3,30,NA,NA,NA,NA,550,321
3,2,1,1284311,3,50,NA,NA,NA,NA,610,311
3,2,1,1605321,3,50,NA,NA,NA,NA,610,321
3,2,1,1926311,3,0,NA,NA,NA,NA,100,311
3,2,1,2247311,3,50,NA,NA,NA,NA,850,311
3,2,1,2568321,3,42,NA,NA,NA,NA,490,321
3,2,1,2889321,3,50,NA,NA,NA,NA,850,321
3,2,1,3210321,3,50,NA,NA,NA,NA,850,321
3,2,1,321311,4,20,NA,NA,NA,NA,530,311
3,2,1,642311,4,40,NA,NA,NA,NA,500,311
3,2,1,963321,4,30,NA,NA,NA,NA,350,321
3,2,1,1284311,4,50,NA,NA,NA,NA,650,311
3,2,1,1605321,4,50,NA,NA,NA,NA,980,321
3,2,1,1926311,4,0,NA,NA,NA,NA,230,311
3,2,1,2247311,4,50,NA,NA,NA,NA,650,311
3,2,1,2568321,4,33,NA,NA,NA,NA,730,321
3,2,1,2889321,4,50,NA,NA,NA,NA,650,321
3,2,1,3210321,4,50,NA,NA,NA,NA,980,321
3,2,1,321311,5,50,NA,NA,NA,NA,870,311
3,2,1,642311,5,50,NA,NA,NA,NA,870,311
3,2,1,963321,5,20,NA,NA,NA,NA,420,321
3,2,1,1284311,5,45,NA,NA,NA,NA,470,311
3,2,1,1605321,5,50,NA,NA,NA,NA,550,321
3,2,1,1926311,5,10,NA,NA,NA,NA,270,311
3,2,1,2247311,5,45,NA,NA,NA,NA,800,311
3,2,1,2568321,5,45,NA,NA,NA,NA,470,321
3,2,1,2889321,5,50,NA,NA,NA,NA,550,321
3,2,1,3210321,5,50,NA,NA,NA,NA,550,321
3,2,1,321311,6,50,NA,NA,NA,NA,750,311
3,2,1,642311,6,50,NA,NA,NA,NA,750,311
3,2,1,963321,6,50,NA,NA,NA,NA,550,321
3,2,1,1284311,6,50,NA,NA,NA,NA,550,311
3,2,1,1605321,6,50,NA,NA,NA,NA,750,321
3,2,1,1926311,6,0,NA,NA,NA,NA,0,311
3,2,1,2247311,6,48,NA,NA,NA,NA,520,311
3,2,1,2568321,6,41,NA,NA,NA,NA,420,321
3,2,1,2889321,6,50,NA,NA,NA,NA,550,321
3,2,1,3210321,6,50,NA,NA,NA,NA,750,321
3,2,1,321311,7,45,NA,NA,NA,NA,450,311
3,2,1,642311,7,50,NA,NA,NA,NA,900,311
3,2,1,963321,7,20,NA,NA,NA,NA,450,321
3,2,1,1284311,7,50,NA,NA,NA,NA,520,311
3,2,1,1605321,7,50,NA,NA,NA,NA,520,321
3,2,1,1926311,7,0,NA,NA,NA,NA,150,311
3,2,1,2247311,7,50,NA,NA,NA,NA,520,311
3,2,1,2568321,7,50,NA,NA,NA,NA,900,321
3,2,1,2889321,7,50,NA,NA,NA,NA,520,321
3,2,1,3210321,7,50,NA,NA,NA,NA,900,321
3,2,1,321311,8,50,NA,NA,NA,NA,650,311
3,2,1,642311,8,50,NA,NA,NA,NA,750,311
3,2,1,963321,8,50,NA,NA,NA,NA,750,321
3,2,1,1284311,8,20,NA,NA,NA,NA,200,311
3,2,1,1605321,8,50,NA,NA,NA,NA,750,321
3,2,1,1926311,8,0,NA,NA,NA,NA,0,311
3,2,1,2247311,8,50,NA,NA,NA,NA,650,311
3,2,1,2568321,8,50,NA,NA,NA,NA,750,321
3,2,1,2889321,8,50,NA,NA,NA,NA,650,321
3,2,1,3210321,8,50,NA,NA,NA,NA,650,321
3,2,1,321311,9,45,NA,NA,NA,NA,550,311
3,2,1,642311,9,50,NA,NA,NA,NA,620,311
3,2,1,963321,9,30,NA,NA,NA,NA,320,321
3,2,1,1284311,9,50,NA,NA,NA,NA,620,311
3,2,1,1605321,9,50,NA,NA,NA,NA,700,321
3,2,1,1926311,9,10,NA,NA,NA,NA,100,311
3,2,1,2247311,9,50,NA,NA,NA,NA,700,311
3,2,1,2568321,9,50,NA,NA,NA,NA,700,321
3,2,1,2889321,9,50,NA,NA,NA,NA,620,321
3,2,1,3210321,9,50,NA,NA,NA,NA,700,321
3,2,1,321311,10,50,NA,NA,NA,NA,700,311
3,2,1,642311,10,50,NA,NA,NA,NA,660,311
3,2,1,963321,10,20,NA,NA,NA,NA,210,321
3,2,1,1284311,10,50,NA,NA,NA,NA,660,311
3,2,1,1605321,10,50,NA,NA,NA,NA,660,321
3,2,1,1926311,10,10,NA,NA,NA,NA,100,311
3,2,1,2247311,10,50,NA,NA,NA,NA,700,311
3,2,1,2568321,10,50,NA,NA,NA,NA,700,321
3,2,1,2889321,10,50,NA,NA,NA,NA,700,321
3,2,1,3210321,10,48,NA,NA,NA,NA,630,321
3,2,1,321311,11,25,1,50,1,NA,950,311
3,2,1,642311,11,50,1,50,0,NA,1120,311
3,2,1,963321,11,10,0,NA,NA,0,720,321
3,2,1,1284311,11,50,0,NA,NA,1,0,311
3,2,1,1605321,11,50,0,NA,NA,0,870,321
3,2,1,1926311,11,0,1,10,0,NA,820,311
3,2,1,2247311,11,50,0,NA,NA,0,870,311
3,2,1,2568321,11,25,1,50,0,NA,750,321
3,2,1,2889321,11,0,-1,NA,NA,NA,570,321
3,2,1,3210321,11,0,-1,NA,NA,NA,120,321
3,2,1,321311,12,20,1,0,0,NA,700,311
3,2,1,642311,12,50,1,0,0,NA,820,311
3,2,1,963321,12,0,0,NA,NA,0,70,321
3,2,1,1284311,12,50,-1,NA,NA,NA,1150,311
3,2,1,1605321,12,50,1,35,1,NA,820,321
3,2,1,1926311,12,0,1,50,0,NA,650,311
3,2,1,2247311,12,50,0,NA,NA,0,1150,311
3,2,1,2568321,12,35,0,NA,NA,1,0,321
3,2,1,2889321,12,0,0,NA,NA,0,400,321
3,2,1,3210321,12,50,-1,NA,NA,NA,820,321
3,2,1,321311,13,0,1,45,0,NA,760,311
3,2,1,642311,13,50,0,NA,NA,0,1260,311
3,2,1,963321,13,10,1,50,1,NA,350,321
3,2,1,1284311,13,50,0,NA,NA,1,0,311
3,2,1,1605321,13,0,0,NA,NA,0,200,321
3,2,1,1926311,13,2,1,50,0,NA,790,311
3,2,1,2247311,13,50,-1,NA,NA,NA,950,311
3,2,1,2568321,13,45,0,NA,NA,0,1190,321
3,2,1,2889321,13,0,-1,NA,NA,NA,510,321
3,2,1,3210321,13,50,1,0,0,NA,950,321
3,2,1,321311,14,25,0,NA,NA,0,750,311
3,2,1,642311,14,50,0,NA,NA,1,0,311
3,2,1,963321,14,12,1,50,1,NA,120,321
3,2,1,1284311,14,0,1,50,0,NA,620,311
3,2,1,1605321,14,50,0,NA,NA,0,690,321
3,2,1,1926311,14,8,-1,NA,NA,NA,490,311
3,2,1,2247311,14,50,-1,NA,NA,NA,690,311
3,2,1,2568321,14,42,1,25,0,NA,1250,321
3,2,1,2889321,14,50,0,NA,NA,0,1120,321
3,2,1,3210321,14,50,1,50,0,NA,940,321
3,2,1,321311,15,25,1,50,1,NA,500,311
3,2,1,642311,15,50,-1,NA,NA,NA,870,311
3,2,1,963321,15,11,1,50,1,NA,130,321
3,2,1,1284311,15,50,1,45,0,NA,970,311
3,2,1,1605321,15,50,-1,NA,NA,NA,720,321
3,2,1,1926311,15,0,1,50,0,NA,370,311
3,2,1,2247311,15,50,0,NA,NA,1,0,311
3,2,1,2568321,15,45,0,NA,NA,0,640,321
3,2,1,2889321,15,50,0,NA,NA,0,870,321
3,2,1,3210321,15,50,0,NA,NA,1,0,321
3,2,1,321311,16,25,0,NA,NA,1,0,311
3,2,1,642311,16,50,1,2,0,NA,1390,311
3,2,1,963321,16,20,1,50,1,NA,690,321
