"","union","performance","framing","id","round","trial","overextraction","observer","overext_observed","report","punished","round_profit","group_id"
"2286",7,2,2,"1926722",9,0,50,NA,NA,NA,NA,570,"722"
"2287",7,2,2,"2247712",9,0,0,NA,NA,NA,NA,620,"712"
"2288",7,2,2,"2568712",9,0,15,NA,NA,NA,NA,850,"712"
"2289",7,2,2,"2889712",9,0,50,NA,NA,NA,NA,1370,"712"
"2290",7,2,2,"3210712",9,0,5,NA,NA,NA,NA,700,"712"
"2291",7,2,2,"321722",10,0,44,NA,NA,NA,NA,610,"722"
"2292",7,2,2,"642722",10,0,25,NA,NA,NA,NA,330,"722"
"2293",7,2,2,"963722",10,0,50,NA,NA,NA,NA,700,"722"
"2294",7,2,2,"1284722",10,0,50,NA,NA,NA,NA,700,"722"
"2295",7,2,2,"1605712",10,0,5,NA,NA,NA,NA,800,"712"
"2296",7,2,2,"1926722",10,0,40,NA,NA,NA,NA,550,"722"
"2297",7,2,2,"2247712",10,0,0,NA,NA,NA,NA,720,"712"
"2298",7,2,2,"2568712",10,0,5,NA,NA,NA,NA,800,"712"
"2299",7,2,2,"2889712",10,0,40,NA,NA,NA,NA,1320,"712"
"2300",7,2,2,"3210712",10,0,5,NA,NA,NA,NA,800,"712"
"2301",7,2,2,"321722",11,0,7,0,NA,NA,0,170,"722"
"2302",7,2,2,"642722",11,0,30,1,7,0,NA,760,"722"
"2303",7,2,2,"963722",11,0,50,1,50,1,NA,810,"722"
"2304",7,2,2,"1284722",11,0,50,0,NA,NA,1,0,"722"
"2305",7,2,2,"1605712",11,0,10,1,0,0,NA,1070,"712"
"2306",7,2,2,"1926722",11,0,50,-1,NA,NA,NA,810,"722"
"2307",7,2,2,"2247712",11,0,0,0,NA,NA,0,920,"712"
"2308",7,2,2,"2568712",11,0,5,1,0,0,NA,1000,"712"
"2309",7,2,2,"2889712",11,0,0,0,NA,NA,0,920,"712"
"2310",7,2,2,"3210712",11,0,0,-1,NA,NA,NA,920,"712"
"2311",7,2,2,"321722",12,0,42,0,NA,NA,1,0,"722"
"2312",7,2,2,"642722",12,0,25,0,NA,NA,0,340,"722"
"2313",7,2,2,"963722",12,0,50,1,42,1,NA,710,"722"
"2314",7,2,2,"1284722",12,0,50,1,25,0,NA,960,"722"
"2315",7,2,2,"1605712",12,0,10,-1,NA,NA,NA,1070,"712"
"2316",7,2,2,"1926722",12,0,40,-1,NA,NA,NA,560,"722"
"2317",7,2,2,"2247712",12,0,0,0,NA,NA,0,920,"712"
"2318",7,2,2,"2568712",12,0,5,0,NA,NA,0,1000,"712"
"2319",7,2,2,"2889712",12,0,0,1,5,0,NA,1170,"712"
"2320",7,2,2,"3210712",12,0,0,1,0,0,NA,920,"712"
"2321",7,2,2,"321722",13,0,26,-1,NA,NA,NA,360,"722"
"2322",7,2,2,"642722",13,0,30,0,NA,NA,0,420,"722"
"2323",7,2,2,"963722",13,0,50,0,NA,NA,0,720,"722"
"2324",7,2,2,"1284722",13,0,50,1,50,0,NA,970,"722"
"2325",7,2,2,"1605712",13,0,10,1,0,0,NA,1070,"712"
"2326",7,2,2,"1926722",13,0,50,1,30,0,NA,970,"722"
"2327",7,2,2,"2247712",13,0,0,1,0,0,NA,920,"712"
"2328",7,2,2,"2568712",13,0,5,-1,NA,NA,NA,1000,"712"
"2329",7,2,2,"2889712",13,0,0,0,NA,NA,0,920,"712"
"2330",7,2,2,"3210712",13,0,0,0,NA,NA,0,920,"712"
"2331",7,2,2,"321722",14,0,11,1,50,0,NA,480,"722"
"2332",7,2,2,"642722",14,0,25,0,NA,NA,0,440,"722"
"2333",7,2,2,"963722",14,0,50,-1,NA,NA,NA,820,"722"
"2334",7,2,2,"1284722",14,0,50,0,NA,NA,0,820,"722"
"2335",7,2,2,"1605712",14,0,10,0,NA,NA,0,1050,"712"
"2336",7,2,2,"1926722",14,0,50,1,25,0,NA,1070,"722"
"2337",7,2,2,"2247712",14,0,0,-1,NA,NA,NA,900,"712"
"2338",7,2,2,"2568712",14,0,5,0,NA,NA,0,970,"712"
"2339",7,2,2,"2889712",14,0,0,1,10,0,NA,1150,"712"
"2340",7,2,2,"3210712",14,0,5,1,5,0,NA,1220,"712"
"2341",7,2,2,"321722",15,0,11,0,NA,NA,1,0,"722"
"2342",7,2,2,"642722",15,0,20,-1,NA,NA,NA,390,"722"
"2343",7,2,2,"963722",15,0,50,1,11,1,NA,840,"722"
"2344",7,2,2,"1284722",15,0,50,1,50,0,NA,1090,"722"
"2345",7,2,2,"1605712",15,0,10,-1,NA,NA,NA,1050,"712"
"2346",7,2,2,"1926722",15,0,50,0,NA,NA,0,840,"722"
"2347",7,2,2,"2247712",15,0,0,1,5,0,NA,1150,"712"
"2348",7,2,2,"2568712",15,0,5,0,NA,NA,0,970,"712"
"2349",7,2,2,"2889712",15,0,0,1,5,0,NA,1150,"712"
"2350",7,2,2,"3210712",15,0,5,0,NA,NA,0,970,"712"
"2351",7,2,2,"321722",16,0,11,1,50,0,NA,460,"722"
"2352",7,2,2,"642722",16,0,30,-1,NA,NA,NA,490,"722"
"2353",7,2,2,"963722",16,0,50,0,NA,NA,0,790,"722"
"2354",7,2,2,"1284722",16,0,50,0,NA,NA,0,790,"722"
"2355",7,2,2,"1605712",16,0,10,1,0,0,NA,1060,"712"
"2356",7,2,2,"1926722",16,0,50,1,50,0,NA,1040,"722"
"2357",7,2,2,"2247712",16,0,0,-1,NA,NA,NA,910,"712"
"2358",7,2,2,"2568712",16,0,2,0,NA,NA,0,940,"712"
"2359",7,2,2,"2889712",16,0,0,0,NA,NA,0,910,"712"
"2360",7,2,2,"3210712",16,0,5,1,2,0,NA,1240,"712"
"2361",7,2,2,"321722",17,0,8,0,NA,NA,0,200,"722"
"2362",7,2,2,"642722",17,0,25,0,NA,NA,1,0,"722"
"2363",7,2,2,"963722",17,0,50,1,25,1,NA,830,"722"
"2364",7,2,2,"1284722",17,0,50,1,8,0,NA,1080,"722"
"2365",7,2,2,"1605712",17,0,10,0,NA,NA,0,1060,"712"
"2366",7,2,2,"1926722",17,0,50,-1,NA,NA,NA,830,"722"
"2367",7,2,2,"2247712",17,0,0,-1,NA,NA,NA,910,"712"
"2368",7,2,2,"2568712",17,0,2,1,10,0,NA,1190,"712"
"2369",7,2,2,"2889712",17,0,0,1,5,0,NA,1160,"712"
"2370",7,2,2,"3210712",17,0,5,0,NA,NA,0,990,"712"
"2371",7,2,2,"321722",18,0,20,1,50,0,NA,570,"722"
"2372",7,2,2,"642722",18,0,25,0,NA,NA,0,400,"722"
"2373",7,2,2,"963722",18,0,50,-1,NA,NA,NA,770,"722"
"2374",7,2,2,"1284722",18,0,50,0,NA,NA,0,770,"722"
"2375",7,2,2,"1605712",18,0,10,-1,NA,NA,NA,1050,"712"
"2376",7,2,2,"1926722",18,0,50,1,25,0,NA,1020,"722"
"2377",7,2,2,"2247712",18,0,0,0,NA,NA,0,900,"712"
"2378",7,2,2,"2568712",18,0,5,1,0,0,NA,970,"712"
"2379",7,2,2,"2889712",18,0,0,1,5,0,NA,1150,"712"
"2380",7,2,2,"3210712",18,0,5,0,NA,NA,0,970,"712"
"2381",7,2,2,"321722",19,0,0,1,50,0,NA,320,"722"
"2382",7,2,2,"642722",19,0,35,0,NA,NA,0,600,"722"
"2383",7,2,2,"963722",19,0,50,-1,NA,NA,NA,820,"722"
"2384",7,2,2,"1284722",19,0,50,1,35,0,NA,1070,"722"
"2385",7,2,2,"1605712",19,0,10,-1,NA,NA,NA,1060,"712"
"2386",7,2,2,"1926722",19,0,50,0,NA,NA,0,820,"722"
"2387",7,2,2,"2247712",19,0,0,1,2,0,NA,1160,"712"
"2388",7,2,2,"2568712",19,0,2,0,NA,NA,0,940,"712"
"2389",7,2,2,"2889712",19,0,0,1,5,0,NA,1160,"712"
"2390",7,2,2,"3210712",19,0,5,0,NA,NA,0,990,"712"
"2391",7,2,2,"321722",20,0,0,0,NA,NA,0,100,"722"
"2392",7,2,2,"642722",20,0,30,1,0,0,NA,550,"722"
"2393",7,2,2,"963722",20,0,50,1,50,1,NA,850,"722"
"2394",7,2,2,"1284722",20,0,50,-1,NA,NA,NA,850,"722"
"2395",7,2,2,"1605712",20,0,10,0,NA,NA,0,1050,"712"
"2396",7,2,2,"1926722",20,0,50,0,NA,NA,1,0,"722"
"2397",7,2,2,"2247712",20,0,0,-1,NA,NA,NA,900,"712"
"2398",7,2,2,"2568712",20,0,5,1,10,0,NA,1220,"712"
"2399",7,2,2,"2889712",20,0,0,1,5,0,NA,1150,"712"
"2400",7,2,2,"3210712",20,0,5,0,NA,NA,0,970,"712"
